phrases,tagged_phrases,Tags,POS_TAGS_OF_PHRASE,dummy_labels
minimum,minimum nn,NN,<NN>,1
minor,minor nn,NN,<NN>,1
mins g,mins nns g vbp,NNS VBP,<NNS><VBP>,1
mins m,mins nns m vbp,NNS VBP,<NNS><VBP>,1
mins pi,mins nns pi vbp,NNS VBP,<NNS><VBP>,1
mins v,mins nns v vbp,NNS VBP,<NNS><VBP>,1
minute,minute nn,NN,<NN>,1
minutes gohm,minutes nns gohm vbp,NNS VBP,<NNS><VBP>,1
minutes monitored,minutes nns monitored vbd,NNS VBD,<NNS><VBD>,1
missing,missing vbg,VBG,<VBG>,1
mm adjusted,mm nn adjusted vbd,NN VBD,<NN><VBD>,1
mobile,mobile nn,NN,<NN>,1
mode asked,mode nn asked vbd,NN VBD,<NN><VBD>,1
mohms deisolated,mohms nn deisolated vbd,NN VBD,<NN><VBD>,1
mohms performed,mohms nn performed vbd,NN VBD,<NN><VBD>,1
monitored,monitored vbd,VBD,<VBD>,1
monitoring,monitoring nn,NN,<NN>,1
monitoring systemconfirmed,monitoring nn systemconfirmed vbd,NN VBD,<NN><VBD>,1
motor,motor nn,NN,<NN>,1
motor arrived,motor nn arrived vbd,NN VBD,<NN><VBD>,1
motor as lubrification,motor nn as in_pos lubrification nn,NN IN NN,<NN><IN><NN>,1
motor at vfd,motor nn at in_pos vfd nn,NN IN NN,<NN><IN><NN>,1
motor carried,motor nn carried vbd,NN VBD,<NN><VBD>,1
motor checked,motor nn checked vbd,NN VBD,<NN><VBD>,1
motor cleaned,motor nn cleaned vbd,NN VBD,<NN><VBD>,1
motor closed,motor nn closed vbd,NN VBD,<NN><VBD>,1
motor confirmed,motor nn confirmed vbd,NN VBD,<NN><VBD>,1
motor dessembiled,motor nn dessembiled vbd,NN VBD,<NN><VBD>,1
motor did,motor nn did vbd,NN VBD,<NN><VBD>,1
motor ensured,motor nn ensured vbd,NN VBD,<NN><VBD>,1
motor extracted,motor nn extracted vbd,NN VBD,<NN><VBD>,1
motor failed,motor nn failed vbd,NN VBD,<NN><VBD>,1
motor fitted,motor nn fitted vbd,NN VBD,<NN><VBD>,1
motor for corrosion,motor nn for in_pos corrosion nn,NN IN NN,<NN><IN><NN>,1
motor for dirt,motor nn for in_pos dirt nn,NN IN NN,<NN><IN><NN>,1
motor for function,motor nn for in_pos function nn,NN IN NN,<NN><IN><NN>,1
motor for mp,motor nn for in_pos mp nn,NN IN NN,<NN><IN><NN>,1
motor for mud,motor nn for in_pos mud nn,NN IN NN,<NN><IN><NN>,1
motor found,motor nn found vbd,NN VBD,<NN><VBD>,1
motor from b,motor nn from in_pos b nn,NN IN NN,<NN><IN><NN>,1
motor from vfd,motor nn from in_pos vfd nn,NN IN NN,<NN><IN><NN>,1
motor had,motor nn had vbd,NN VBD,<NN><VBD>,1
motor in september,motor nn in in_pos september nn,NN IN NN,<NN><IN><NN>,1
motor inspected,motor nn inspected vbd,NN VBD,<NN><VBD>,1
motor installed,motor nn installed vbd,NN VBD,<NN><VBD>,1
motor isolated,motor nn isolated vbd,NN VBD,<NN><VBD>,1
motor lifted,motor nn lifted vbd,NN VBD,<NN><VBD>,1
motor lubricated,motor nn lubricated vbd,NN VBD,<NN><VBD>,1
motor made,motor nn made vbd,NN VBD,<NN><VBD>,1
motor megged,motor nn megged vbd,NN VBD,<NN><VBD>,1
motor on mud,motor nn on in_pos mud nn,NN IN NN,<NN><IN><NN>,1
motor opened,motor nn opened vbd,NN VBD,<NN><VBD>,1
motor performed,motor nn performed vbd,NN VBD,<NN><VBD>,1
motor ran,motor nn ran vbd,NN VBD,<NN><VBD>,1
motor received,motor nn received vbd,NN VBD,<NN><VBD>,1
motor recorded,motor nn recorded vbd,NN VBD,<NN><VBD>,1
motor removed,motor nn removed vbd,NN VBD,<NN><VBD>,1
motor replaced,motor nn replaced vbd,NN VBD,<NN><VBD>,1
motor stored,motor nn stored vbd,NN VBD,<NN><VBD>,1
motor to be,motor nn to to_pos be vb,NN TO VB,<NN><TO><VB>,1
motor to boost,motor nn to to_pos boost vb,NN TO VB,<NN><TO><VB>,1
motor to inspect,motor nn to to_pos inspect vb,NN TO VB,<NN><TO><VB>,1
motor to mud,motor nn to to_pos mud vb,NN TO VB,<NN><TO><VB>,1
motor tripped,motor nn tripped vbd,NN VBD,<NN><VBD>,1
motor used,motor nn used vbd,NN VBD,<NN><VBD>,1
motor verified,motor nn verified vbd,NN VBD,<NN><VBD>,1
motor visualized,motor nn visualized vbd,NN VBD,<NN><VBD>,1
motor was,motor nn was vbd,NN VBD,<NN><VBD>,1
motor were,motor nn were vbd,NN VBD,<NN><VBD>,1
motor wired,motor nn wired vbd,NN VBD,<NN><VBD>,1
motor with air,motor nn with in_pos air nn,NN IN NN,<NN><IN><NN>,1
motor with loss,motor nn with in_pos loss nn,NN IN NN,<NN><IN><NN>,1
motor with paint,motor nn with in_pos paint nn,NN IN NN,<NN><IN><NN>,1
motor with stethoscope,motor nn with in_pos stethoscope nn,NN IN NN,<NN><IN><NN>,1
motors amp,motors nns amp vbp,NNS VBP,<NNS><VBP>,1
motors appeared,motors nns appeared vbd,NNS VBD,<NNS><VBD>,1
motors ar,motors nns ar vbp,NNS VBP,<NNS><VBP>,1
motors are,motors nns are vbp,NNS VBP,<NNS><VBP>,1
motors aux,motors nns aux vbp,NNS VBP,<NNS><VBP>,1
motors blower,motors nns blower vbp,NNS VBP,<NNS><VBP>,1
motors checked,motors nns checked vbd,NNS VBD,<NNS><VBD>,1
motors clean,motors nns clean vbp,NNS VBP,<NNS><VBP>,1
motors cleaned,motors nns cleaned vbd,NNS VBD,<NNS><VBD>,1
motors confirmed,motors nns confirmed vbd,NNS VBD,<NNS><VBD>,1
motors current,motors nns current jj,NNS JJ,<NNS><JJ>,1
motors do,motors nns do vbp,NNS VBP,<NNS><VBP>,1
motors donot,motors nns donot vbp,NNS VBP,<NNS><VBP>,1
motors due,motors nns due jj,NNS JJ,<NNS><JJ>,1
motors edocs,motors nns edocs vbp,NNS VBP,<NNS><VBP>,1
motors fan,motors nns fan vbp,NNS VBP,<NNS><VBP>,1
motors found,motors nns found vbd,NNS VBD,<NNS><VBD>,1
motors get,motors nns get vbp,NNS VBP,<NNS><VBP>,1
motors had,motors nns had vbd,NNS VBD,<NNS><VBD>,1
motors have,motors nns have vbp,NNS VBP,<NNS><VBP>,1
motors havent,motors nns havent vbd,NNS VBD,<NNS><VBD>,1
motors impellor,motors nns impellor vbp,NNS VBP,<NNS><VBP>,1
motors inspected,motors nns inspected vbd,NNS VBD,<NNS><VBD>,1
motors lifted,motors nns lifted vbd,NNS VBD,<NNS><VBD>,1
motors main,motors nns main jj,NNS JJ,<NNS><JJ>,1
motors megged,motors nns megged vbd,NNS VBD,<NNS><VBD>,1
motors need,motors nns need vbp,NNS VBP,<NNS><VBP>,1
motors note,motors nns note vbp,NNS VBP,<NNS><VBP>,1
motors opened,motors nns opened vbd,NNS VBD,<NNS><VBD>,1
motors overhaul,motors nns overhaul vbp,NNS VBP,<NNS><VBP>,1
motors performed,motors nns performed vbd,NNS VBD,<NNS><VBD>,1
motors pm,motors nns pm vbp,NNS VBP,<NNS><VBP>,1
motors removal,motors nns removal vbp,NNS VBP,<NNS><VBP>,1
motors removed,motors nns removed vbd,NNS VBD,<NNS><VBD>,1
motors returned,motors nns returned vbd,NNS VBD,<NNS><VBD>,1
motors rotated,motors nns rotated vbd,NNS VBD,<NNS><VBD>,1
motors run,motors nns run vbp,NNS VBP,<NNS><VBP>,1
motors sealed,motors nns sealed vbd,NNS VBD,<NNS><VBD>,1
motors sound,motors nns sound vbd,NNS VBD,<NNS><VBD>,1
motors step,motors nns step vbp,NNS VBP,<NNS><VBP>,1
motors tested,motors nns tested vbd,NNS VBD,<NNS><VBD>,1
motors third,motors nns third vbp,NNS VBP,<NNS><VBP>,1
motors use,motors nns use vbp,NNS VBP,<NNS><VBP>,1
motors visualized,motors nns visualized vbd,NNS VBD,<NNS><VBD>,1
motors were,motors nns were vbd,NNS VBD,<NNS><VBD>,1
motorthis had,motorthis nn had vbd,NN VBD,<NN><VBD>,1
mounted,mounted vbn,VBN,<VBN>,1
mounting,mounting vbg,VBG,<VBG>,1
mounting had,mounting nn had vbd,NN VBD,<NN><VBD>,1
mounting replaced,mounting nn replaced vbd,NN VBD,<NN><VBD>,1
mounting was,mounting nn was vbd,NN VBD,<NN><VBD>,1
mountings were,mountings nns were vbd,NNS VBD,<NNS><VBD>,1
mounts are,mounts nns are vbp,NNS VBP,<NNS><VBP>,1
mounts n,mounts nns n vbp,NNS VBP,<NNS><VBP>,1
mounts na,mounts nns na to_pos,NNS TO,<NNS><TO>,1
mounts ok,mounts nns ok vbp,NNS VBP,<NNS><VBP>,1
moved,moved vbn,VBN,<VBN>,1
movement sourced,movement nn sourced vbd,NN VBD,<NN><VBD>,1
moving,moving vbg,VBG,<VBG>,1
mp,mp nn,NN,<NN>,1
mp b motor,mp nn b nn motor nn,NN NN NN,<NN><NN><NN>,1
mp drive,mp nns drive vbp,NNS VBP,<NNS><VBP>,1
mpa amp mpb,mpa nn amp nn mpb nn,NN NN NN,<NN><NN><NN>,1
mrach,mrach nn,NN,<NN>,1
msn created,msn nn created vbd,NN VBD,<NN><VBD>,1
much,much jj,JJ,<JJ>,1
mud,mud nn,NN,<NN>,1
mud contacted,mud nn contacted vbd,NN VBD,<NN><VBD>,1
multiple,multiple nn,NN,<NN>,1
mumbai,mumbai nn,NN,<NN>,1
must be added,must md be vb added vbn,MD VB VBN,<MD><VB><VBN>,1
must be installed,must md be vb installed vbn,MD VB VBN,<MD><VB><VBN>,1
must be performed,must md be vb performed vbn,MD VB VBN,<MD><VB><VBN>,1
must be replaced,must md be vb replaced vbn,MD VB VBN,<MD><VB><VBN>,1
n,n nn,NN,<NN>,1
n anot,n rb anot nn,RB NN,<RB><NN>,1
na,na nns,NNS,<NNS>,1
na free,na rb free jj,RB JJ,<RB><JJ>,1
na na,na to_pos na nns,TO NNS,<TO><NNS>,1
nameplate,nameplate nn,NN,<NN>,1
nameplate in place,nameplate nn in in_pos place nn,NN IN NN,<NN><IN><NN>,1
nameplate was,nameplate nn was vbd,NN VBD,<NN><VBD>,1
nameplates are,nameplates nns are vbp,NNS VBP,<NNS><VBP>,1
nameplates legible,nameplates nns legible jj,NNS JJ,<NNS><JJ>,1
napro,napro nns,NNS,<NNS>,1
nc found,nc nn found vbd,NN VBD,<NN><VBD>,1
nd,nd nn,NN,<NN>,1
nde,nde nn,NN,<NN>,1
nde degree,nde nns degree vbp,NNS VBP,<NNS><VBP>,1
nde was,nde nn was vbd,NN VBD,<NN><VBD>,1
necessary,necessary jj,JJ,<JJ>,1
need replaced,need nn replaced vbd,NN VBD,<NN><VBD>,1
need to be,need nn to to_pos be vb,NN TO VB,<NN><TO><VB>,1
need to complete,need nn to to_pos complete vb,NN TO VB,<NN><TO><VB>,1
need to lubricate,need nn to to_pos lubricate vb,NN TO VB,<NN><TO><VB>,1
need to replace,need nn to to_pos replace vb,NN TO VB,<NN><TO><VB>,1
needed,needed vbn,VBN,<VBN>,1
needing,needing vbg,VBG,<VBG>,1
negraes,negraes nn,NN,<NN>,1
never installed,never rb installed vbn,RB VBN,<RB><VBN>,1
new,new jj,JJ,<JJ>,1
next,next jj,JJ,<JJ>,1
next due,next jj due jj,JJ JJ,<JJ><JJ>,1
nf,nf nn,NN,<NN>,1
nichols fabio,nichols nns fabio vbp,NNS VBP,<NNS><VBP>,1
nicks ok,nicks nns ok vbp,NNS VBP,<NNS><VBP>,1
nitrogen in accordance,nitrogen nn in in_pos accordance nn,NN IN NN,<NN><IN><NN>,1
no ability,no dt ability nn,DT NN,<DT><NN>,1
no abnormal,no dt abnormal jj,DT JJ,<DT><JJ>,1
no abnormalities,no dt abnormalities nns,DT NNS,<DT><NNS>,1
no abnormality,no dt abnormality nn,DT NN,<DT><NN>,1
no action,no dt action nn,DT NN,<DT><NN>,1
no active,no dt active jj,DT JJ,<DT><JJ>,1
no air,no dt air nn,DT NN,<DT><NN>,1
no anomalies,no dt anomalies nns,DT NNS,<DT><NNS>,1
no anomolies,no dt anomolies nns,DT NNS,<DT><NNS>,1
no apparent,no dt apparent nn,DT NN,<DT><NN>,1
no apparnt,no dt apparnt nn,DT NN,<DT><NN>,1
no appicable,no dt appicable jj,DT JJ,<DT><JJ>,1
no applicable,no dt applicable jj,DT JJ,<DT><JJ>,1
no bearing,no dt bearing nn,DT NN,<DT><NN>,1
no bolt,no dt bolt nn,DT NN,<DT><NN>,1
no bolts,no dt bolts nns,DT NNS,<DT><NNS>,1
no broken,no dt broken nn,DT NN,<DT><NN>,1
no build,no dt build nn,DT NN,<DT><NN>,1
no buildup,no dt buildup nn,DT NN,<DT><NN>,1
no cables,no dt cables nns,DT NNS,<DT><NNS>,1
no close,no dt close nn,DT NN,<DT><NN>,1
no condensation,no dt condensation nn,DT NN,<DT><NN>,1
no coolant,no dt coolant nn,DT NN,<DT><NN>,1
no corrosion,no dt corrosion nn,DT NN,<DT><NN>,1
no crack,no dt crack nn,DT NN,<DT><NN>,1
no cracked,no dt cracked nn,DT NN,<DT><NN>,1
no cracks,no dt cracks nns,DT NNS,<DT><NNS>,1
no crcaks,no dt crcaks nn,DT NN,<DT><NN>,1
no current,no dt current jj,DT JJ,<DT><JJ>,1
no cuts,no dt cuts nns,DT NNS,<DT><NNS>,1
no damage,no dt damage nn,DT NN,<DT><NN>,1
no damages,no dt damages nns,DT NNS,<DT><NNS>,1
no damge,no dt damge nn,DT NN,<DT><NN>,1
no data,no dt data nn,DT NN,<DT><NN>,1
no debris,no dt debris nn,DT NN,<DT><NN>,1
no defeciencies,no dt defeciencies nns,DT NNS,<DT><NNS>,1
no defect,no dt defect nn,DT NN,<DT><NN>,1
no defects,no dt defects nns,DT NNS,<DT><NNS>,1
no demister,no dt demister nn,DT NN,<DT><NN>,1
no deviations,no dt deviations nns,DT NNS,<DT><NNS>,1
no dirt,no dt dirt nn,DT NN,<DT><NN>,1
no discrepancies,no dt discrepancies nns,DT NNS,<DT><NNS>,1
no door,no dt door nn,DT NN,<DT><NN>,1
no drain,no dt drain nn,DT NN,<DT><NN>,1
no dust,no dt dust nn,DT NN,<DT><NN>,1
no earth,no dt earth nn,DT NN,<DT><NN>,1
no encoder,no dt encoder nn,DT NN,<DT><NN>,1
no excess,no dt excess jj,DT JJ,<DT><JJ>,1
no excessive,no dt excessive jj,DT JJ,<DT><JJ>,1
no external,no dt external jj,DT JJ,<DT><JJ>,1
no fan,no dt fan nn,DT NN,<DT><NN>,1
no faults,no dt faults nns,DT NNS,<DT><NNS>,1
no filter,no dt filter nn,DT NN,<DT><NN>,1
no filters,no dt filters nns,DT NNS,<DT><NNS>,1
no found,no dt found nn,DT NN,<DT><NN>,1
no function,no dt function nn,DT NN,<DT><NN>,1
no greasing,no dt greasing nn,DT NN,<DT><NN>,1
no ground,no dt ground nn,DT NN,<DT><NN>,1
no heater,no dt heater nn,DT NN,<DT><NN>,1
no heaters,no dt heaters nns,DT NNS,<DT><NNS>,1
no hot,no dt hot jj,DT JJ,<DT><JJ>,1
no immediate,no dt immediate jj,DT JJ,<DT><JJ>,1
no initial,no dt initial jj,DT JJ,<DT><JJ>,1
no isssues,no dt isssues nns,DT NNS,<DT><NNS>,1
no issue,no dt issue nn,DT NN,<DT><NN>,1
no issues,no dt issues nns,DT NNS,<DT><NNS>,1
no issures,no dt issures nns,DT NNS,<DT><NNS>,1
no kinks,no dt kinks nns,DT NNS,<DT><NNS>,1
no leak,no dt leak nn,DT NN,<DT><NN>,1
no leaks,no dt leaks nns,DT NNS,<DT><NNS>,1
no loose,no dt loose jj,DT JJ,<DT><JJ>,1
no lubrication,no dt lubrication nn,DT NN,<DT><NN>,1
no maint,no dt maint nn,DT NN,<DT><NN>,1
no major,no dt major jj,DT JJ,<DT><JJ>,1
no mechanical,no dt mechanical jj,DT JJ,<DT><JJ>,1
no missing hardware,no dt missing vbg hardware nn,DT VBG NN,<DT><VBG><NN>,1
no moisture,no dt moisture nn,DT NN,<DT><NN>,1
no motor,no dt motor nn,DT NN,<DT><NN>,1
no mud,no dt mud nn,DT NN,<DT><NN>,1
no necessary,no dt necessary jj,DT JJ,<DT><JJ>,1
no need,no dt need nn,DT NN,<DT><NN>,1
no nicks,no dt nicks nns,DT NNS,<DT><NNS>,1
no noise,no dt noise nn,DT NN,<DT><NN>,1
no noises,no dt noises nns,DT NNS,<DT><NNS>,1
no notable,no dt notable jj,DT JJ,<DT><JJ>,1
no observable,no dt observable jj,DT JJ,<DT><JJ>,1
no other,no dt other jj,DT JJ,<DT><JJ>,1
no overheating,no dt overheating nn,DT NN,<DT><NN>,1
no paint,no dt paint nn,DT NN,<DT><NN>,1
no pdcm,no dt pdcm nn,DT NN,<DT><NN>,1
no pi,no dt pi nn,DT NN,<DT><NN>,1
no possible,no dt possible jj,DT JJ,<DT><JJ>,1
no power,no dt power nn,DT NN,<DT><NN>,1
no precharge,no dt precharge nn,DT NN,<DT><NN>,1
no problem,no dt problem nn,DT NN,<DT><NN>,1
no problems,no dt problems nns,DT NNS,<DT><NNS>,1
no pulsation,no dt pulsation nn,DT NN,<DT><NN>,1
no pumps,no dt pumps nns,DT NNS,<DT><NNS>,1
no remote,no dt remote nn,DT NN,<DT><NN>,1
no repairs,no dt repairs nns,DT NNS,<DT><NNS>,1
no replacements,no dt replacements nns,DT NNS,<DT><NNS>,1
no rust,no dt rust nn,DT NN,<DT><NN>,1
no screens,no dt screens nns,DT NNS,<DT><NNS>,1
no sign,no dt sign nn,DT NN,<DT><NN>,1
no signal,no dt signal nn,DT NN,<DT><NN>,1
no signs,no dt signs nns,DT NNS,<DT><NNS>,1
no spark,no dt spark nn,DT NN,<DT><NN>,1
no speed,no dt speed nn,DT NN,<DT><NN>,1
no start,no dt start nn,DT NN,<DT><NN>,1
no substantial,no dt substantial jj,DT JJ,<DT><JJ>,1
no success,no dt success nn,DT NN,<DT><NN>,1
no thread,no dt thread nn,DT NN,<DT><NN>,1
no time,no dt time nn,DT NN,<DT><NN>,1
no unusual,no dt unusual jj,DT JJ,<DT><JJ>,1
no vibration,no dt vibration nn,DT NN,<DT><NN>,1
no vibrations,no dt vibrations nns,DT NNS,<DT><NNS>,1
no visable,no dt visable jj,DT JJ,<DT><JJ>,1
no visible,no dt visible jj,DT JJ,<DT><JJ>,1
no visual,no dt visual jj,DT JJ,<DT><JJ>,1
no water,no dt water nn,DT NN,<DT><NN>,1
no were,no dt were vbd,DT VBD,<DT><VBD>,1
no window,no dt window nn,DT NN,<DT><NN>,1
noise,noise nn,NN,<NN>,1
noise checked,noise nn checked vbd,NN VBD,<NN><VBD>,1
noise documented,noise rb documented vbn,RB VBN,<RB><VBN>,1
noise found,noise nn found vbd,NN VBD,<NN><VBD>,1
noise noted,noise rb noted vbn,RB VBN,<RB><VBN>,1
noise observed,noise nn observed vbd,NN VBD,<NN><VBD>,1
noise started,noise nn started vbd,NN VBD,<NN><VBD>,1
noise was,noise nn was vbd,NN VBD,<NN><VBD>,1
noises ac,noises nns ac vbp,NNS VBP,<NNS><VBP>,1
noises checked,noises nns checked vbd,NNS VBD,<NNS><VBD>,1
noises due,noises nns due jj,NNS JJ,<NNS><JJ>,1
noises etc,noises nns etc vbp,NNS VBP,<NNS><VBP>,1
noises feel,noises nns feel vbp,NNS VBP,<NNS><VBP>,1
noises felt,noises nns felt vbd,NNS VBD,<NNS><VBD>,1
noises found,noises nns found vbd,NNS VBD,<NNS><VBD>,1
noises heard,noises nns heard vbd,NNS VBD,<NNS><VBD>,1
noises listened,noises nns listened vbd,NNS VBD,<NNS><VBD>,1
noises noted,noises nns noted vbd,NNS VBD,<NNS><VBD>,1
noises notedor,noises nns notedor vbp,NNS VBP,<NNS><VBP>,1
noises observed,noises nns observed vbd,NNS VBD,<NNS><VBD>,1
noises was,noises nns was vbd,NNS VBD,<NNS><VBD>,1
noises were,noises nns were vbd,NNS VBD,<NNS><VBD>,1
noisesno,noisesno nn,NN,<NN>,1
noisesok have,noisesok nns have vbp,NNS VBP,<NNS><VBP>,1
nominal,nominal jj,JJ,<JJ>,1
non,non nn,NN,<NN>,1
non found,non nn found vbd,NN VBD,<NN><VBD>,1
non issued,non nn issued vbd,NN VBD,<NN><VBD>,1
nonclosed,nonclosed vbn,VBN,<VBN>,1
nondrive,nondrive jj,JJ,<JJ>,1
none closed,none nn closed vbd,NN VBD,<NN><VBD>,1
none detected,none nn detected vbd,NN VBD,<NN><VBD>,1
none found,none nn found vbd,NN VBD,<NN><VBD>,1
none noticed,none nn noticed vbd,NN VBD,<NN><VBD>,1
none observed,none nn observed vbd,NN VBD,<NN><VBD>,1
none were,none nn were vbd,NN VBD,<NN><VBD>,1
normal,normal jj,JJ,<JJ>,1
not able,not rb able jj,RB JJ,<RB><JJ>,1
not abnormal,not rb abnormal jj,RB JJ,<RB><JJ>,1
not accessible,not rb accessible jj,RB JJ,<RB><JJ>,1
not achieved,not rb achieved vbn,RB VBN,<RB><VBN>,1
not applicable,not rb applicable jj,RB JJ,<RB><JJ>,1
not available,not rb available jj,RB JJ,<RB><JJ>,1
not been,not rb been vbn,RB VBN,<RB><VBN>,1
not calibrated,not rb calibrated vbn,RB VBN,<RB><VBN>,1
not come,not rb come vb,RB VB,<RB><VB>,1
not complete,not rb complete jj,RB JJ,<RB><JJ>,1
not completed,not rb completed vbn,RB VBN,<RB><VBN>,1
not conducted,not rb conducted vbn,RB VBN,<RB><VBN>,1
not corroded,not rb corroded vbn,RB VBN,<RB><VBN>,1
not damaged,not rb damaged vbn,RB VBN,<RB><VBN>,1
not degraded,not rb degraded vbn,RB VBN,<RB><VBN>,1
not done,not rb done vbn,RB VBN,<RB><VBN>,1
not due,not rb due jj,RB JJ,<RB><JJ>,1
not equiped,not rb equiped vbn,RB VBN,<RB><VBN>,1
not equipped,not rb equipped vbn,RB VBN,<RB><VBN>,1
not fitted,not rb fitted vbn,RB VBN,<RB><VBN>,1
not following pm,not rb following vbg pm nn,RB VBG NN,<RB><VBG><NN>,1
not following pmsr,not rb following vbg pmsr nn,RB VBG NN,<RB><VBG><NN>,1
not found,not rb found vbn,RB VBN,<RB><VBN>,1
not gresed,not rb gresed vbn,RB VBN,<RB><VBN>,1
not had,not rb had vbd,RB VBD,<RB><VBD>,1
not in good shape,not rb in in_pos good jj shape nn,RB IN JJ NN,<RB><IN><JJ><NN>,1
not in hazardous area,not rb in in_pos hazardous jj area nn,RB IN JJ NN,<RB><IN><JJ><NN>,1
not in operation,not rb in in_pos operation nn,RB IN NN,<RB><IN><NN>,1
not in place,not rb in in_pos place nn,RB IN NN,<RB><IN><NN>,1
not in use,not rb in in_pos use nn,RB IN NN,<RB><IN><NN>,1
not inspected,not rb inspected vbn,RB VBN,<RB><VBN>,1
not installed,not rb installed vbn,RB VBN,<RB><VBN>,1
not lift,not rb lift vb,RB VB,<RB><VB>,1
not listed,not rb listed vbn,RB VBN,<RB><VBN>,1
not located,not rb located vbn,RB VBN,<RB><VBN>,1
not necessary,not rb necessary jj,RB JJ,<RB><JJ>,1
not needed,not rb needed vbn,RB VBN,<RB><VBN>,1
not noticed,not rb noticed vbn,RB VBN,<RB><VBN>,1
not observed,not rb observed vbn,RB VBN,<RB><VBN>,1
not other,not rb other jj,RB JJ,<RB><JJ>,1
not performed,not rb performed vbn,RB VBN,<RB><VBN>,1
not possible,not rb possible jj,RB JJ,<RB><JJ>,1
not ran,not rb ran vb,RB VB,<RB><VB>,1
not reached,not rb reached vbn,RB VBN,<RB><VBN>,1
not removed,not rb removed vbn,RB VBN,<RB><VBN>,1
not required,not rb required vbn,RB VBN,<RB><VBN>,1
not soft,not rb soft jj,RB JJ,<RB><JJ>,1
not started,not rb started vbn,RB VBN,<RB><VBN>,1
not suitable,not rb suitable jj,RB JJ,<RB><JJ>,1
not sure,not rb sure jj,RB JJ,<RB><JJ>,1
not taken,not rb taken vbn,RB VBN,<RB><VBN>,1
not tripped,not rb tripped vbn,RB VBN,<RB><VBN>,1
not used,not rb used vbn,RB VBN,<RB><VBN>,1
not wired,not rb wired vbn,RB VBN,<RB><VBN>,1
note,note nn,NN,<NN>,1
note below task,note nn below in_pos task nn,NN IN NN,<NN><IN><NN>,1
note checked,note nn checked vbd,NN VBD,<NN><VBD>,1
note if rig,note nn if in_pos rig nn,NN IN NN,<NN><IN><NN>,1
note make,note nn make vbp,NN VBP,<NN><VBP>,1
note was,note nn was vbd,NN VBD,<NN><VBD>,1
noted,noted vbn,VBN,<VBN>,1
notedbearing,notedbearing vbg,VBG,<VBG>,1
notes entered,notes nns entered vbd,NNS VBD,<NNS><VBD>,1
notethe,notethe nn,NN,<NN>,1
notethis,notethis nn,NN,<NN>,1
nothing found,nothing nn found vbd,NN VBD,<NN><VBD>,1
nothing in abnoraml,nothing nn in in_pos abnoraml nn,NN IN NN,<NN><IN><NN>,1
nothing observed,nothing nn observed vbd,NN VBD,<NN><VBD>,1
nothing to report,nothing nn to to_pos report vb,NN TO VB,<NN><TO><VB>,1
nothing was,nothing nn was vbd,NN VBD,<NN><VBD>,1
noticed,noticed vbn,VBN,<VBN>,1
nov,nov nn,NN,<NN>,1
now been,now rb been vbn,RB VBN,<RB><VBN>,1
now complete,now rb complete jj,RB JJ,<RB><JJ>,1
now in use,now rb in in_pos use nn,RB IN NN,<RB><IN><NN>,1
now performed,now rb performed vbn,RB VBN,<RB><VBN>,1
nspected,nspected vbn,VBN,<VBN>,1
number to fit,number nn to to_pos fit vb,NN TO VB,<NN><TO><VB>,1
number was,number nn was vbd,NN VBD,<NN><VBD>,1
o,o nn,NN,<NN>,1
observed,observed vbn,VBN,<VBN>,1
oem,oem nn,NN,<NN>,1
oer,oer nn,NN,<NN>,1
oerdid was,oerdid nn was vbd,NN VBD,<NN><VBD>,1
of abnormal,of in_pos abnormal jj,IN JJ,<IN><JJ>,1
of ac,of in_pos ac nn,IN NN,<IN><NN>,1
of alarm,of in_pos alarm nn,IN NN,<IN><NN>,1
of analysis,of in_pos analysis nn,IN NN,<IN><NN>,1
of b,of in_pos b nn,IN NN,<IN><NN>,1
of bar,of in_pos bar nn,IN NN,<IN><NN>,1
of blower,of in_pos blower nn,IN NN,<IN><NN>,1
of build,of in_pos build nn,IN NN,<IN><NN>,1
of closed,of in_pos closed jj,IN JJ,<IN><JJ>,1
of concern,of in_pos concern nn,IN NN,<IN><NN>,1
of corrosion,of in_pos corrosion nn,IN NN,<IN><NN>,1
of cyprina,of in_pos cyprina nn,IN NN,<IN><NN>,1
of damage,of in_pos damage nn,IN NN,<IN><NN>,1
of debris,of in_pos debris nn,IN NN,<IN><NN>,1
of defective,of in_pos defective jj,IN JJ,<IN><JJ>,1
of differential,of in_pos differential jj,IN JJ,<IN><JJ>,1
of dirt,of in_pos dirt nn,IN NN,<IN><NN>,1
of discoloration,of in_pos discoloration nn,IN NN,<IN><NN>,1
of distress,of in_pos distress nn,IN NN,<IN><NN>,1
of drive,of in_pos drive nn,IN NN,<IN><NN>,1
of eex,of in_pos eex nn,IN NN,<IN><NN>,1
of electrical,of in_pos electrical jj,IN JJ,<IN><JJ>,1
of end,of in_pos end nn,IN NN,<IN><NN>,1
of ex,of in_pos ex nn,IN NN,<IN><NN>,1
of excessive,of in_pos excessive jj,IN JJ,<IN><JJ>,1
of exterior,of in_pos exterior jj,IN JJ,<IN><JJ>,1
of grease,of in_pos grease nn,IN NN,<IN><NN>,1
of heat,of in_pos heat nn,IN NN,<IN><NN>,1
of improper,of in_pos improper jj,IN JJ,<IN><JJ>,1
of infrared,of in_pos infrared jj,IN JJ,<IN><JJ>,1
of inpsection,of in_pos inpsection nn,IN NN,<IN><NN>,1
