phrases,tagged_phrases,Tags,indicator_valid_eng_phrase
holds,holds vbz,VBZ,1
holds pressure,holds vbz pressure nn,VBZ NN,1
hole,hole nn,NN,1
hole in lock plate,hole nn in in_pos lock nn plate nn,NN IN NN NN,1
hole on mud pump,hole nn on in_pos mud nn pump nn,NN IN NN NN,1
hole with main iron,hole nn with in_pos main jj iron nn,NN IN JJ NN,1
holes,holes nns,NNS,1
holes appear,holes nns appear vbp,NNS VBP,1
holes are,holes nns are vbp,NNS VBP,1
holes do,holes nns do vbp,NNS VBP,1
holes elongate,holes nns elongate vbp,NNS VBP,1
holes show,holes nns show vbp,NNS VBP,1
hollow,hollow nn,NN,1
home,home nn,NN,1
hone,hone nn,NN,1
honestly,honestly rb,RB,1
hong,hong nn,NN,1
hook,hook nn,NN,1
hook up,hook nn up rp,NN RP,1
hooked,hooked nns,NNS,1
hooked up,hooked vbn up rp,VBN RP,1
hooking,hooking vbg,VBG,1
hooks,hooks nns,NNS,1
hooks are,hooks nns are vbp,NNS VBP,1
hop,hop nn,NN,1
hop from opal st,hop nn from in_pos opal jj st nn,NN IN JJ NN,1
hopefully,hopefully rb,RB,1
hopes,hopes nns,NNS,1
hopper,hopper nn,NN,1
hor,hor nn,NN,1
horizontal,horizontal nn,NN,1
horizontally,horizontally rb,RB,1
horn,horn nn,NN,1
horn need,horn nns need vbp,NNS VBP,1
horns,horns nns,NNS,1
horns work,horns nns work nn,NNS NN,1
horse,horse nn,NN,1
horsepower,horsepower nn,NN,1
horseshoe,horseshoe nn,NN,1
hose,hose nn,NN,1
hose as,hose nn as in_pos,NN IN,1
hose at ft length,hose nn at in_pos ft jj length nn,NN IN JJ NN,1
hose behind gripper head,hose nn behind in_pos gripper jj head nn,NN IN JJ NN,1
hose blown,hose rb blown vbn,RB VBN,1
hose burst,hose jj burst nn,JJ NN,1
hose for upper head,hose nn for in_pos upper jj head nn,NN IN JJ NN,1
hose for wear damage,hose nn for in_pos wear jj damage nn,NN IN JJ NN,1
hose from main st,hose nn from in_pos main jj st nn,NN IN JJ NN,1
hose from top drive,hose nn from in_pos top jj drive nn,NN IN JJ NN,1
hose in good condition,hose nn in in_pos good jj condition nn,NN IN JJ NN,1
hose line,hose jj line nn,JJ NN,1
hose on,hose nn on in_pos,NN IN,1
hose on aux hr,hose nn on in_pos aux nn hr nn,NN IN NN NN,1
hose on aux hydra,hose nn on in_pos aux nn hydra nn,NN IN NN NN,1
hose on aux retract,hose nn on in_pos aux jj retract nn,NN IN JJ NN,1
hose on fwd roughneck,hose nn on in_pos fwd nn roughneck nn,NN IN NN NN,1
hose on main arm,hose nn on in_pos main jj arm nn,NN IN JJ NN,1
hose on main block,hose nn on in_pos main jj block nn,NN IN JJ NN,1
hose on main head,hose nn on in_pos main jj head nn,NN IN JJ NN,1
hose on main hr,hose nn on in_pos main jj hr nn,NN IN JJ NN,1
hose on main iron,hose nn on in_pos main jj iron nn,NN IN JJ NN,1
hose on main st,hose nn on in_pos main jj st nn,NN IN JJ NN,1
hose on main well,hose nn on in_pos main jj well nn,NN IN JJ NN,1
hose on spare cartridge,hose nn on in_pos spare jj cartridge nn,NN IN JJ NN,1
hose on top drive,hose nn on in_pos top jj drive nn,NN IN JJ NN,1
hose on upper aft,hose nn on in_pos upper jj aft nn,NN IN JJ NN,1
hose on upper guide,hose nn on in_pos upper jj guide nn,NN IN JJ NN,1
hose on upper head,hose nn on in_pos upper jj head nn,NN IN JJ NN,1
hose on upper right,hose nn on in_pos upper jj right nn,NN IN JJ NN,1
hose on upper trolley,hose nn on in_pos upper jj trolley nn,NN IN JJ NN,1
hose out,hose vb out rp,VB RP,1
hose pos,hose nn pos nn,NN NN,1
hose replacement,hose jj replacement nn,JJ NN,1
hose ride,hose jj ride nn,JJ NN,1
hose with small hole,hose nn with in_pos small jj hole nn,NN IN JJ NN,1
hosed,hosed vbn,VBN,1
hosed checked,hosed vbn checked vbd,VBN VBD,1
hosed with,hosed vbn with in_pos,VBN IN,1
hoses,hoses nns,NNS,1
hoses appear,hoses nns appear vbp,NNS VBP,1
hoses are,hoses nns are vbp,NNS VBP,1
hoses brake,hoses nns brake vbp,NNS VBP,1
hoses breakdown,hoses nns breakdown vbp,NNS VBP,1
hoses change,hoses nns change vbp,NNS VBP,1
hoses check,hoses nns check vbp,NNS VBP,1
hoses condition,hoses nns condition nn,NNS NN,1
hoses connect,hoses nns connect vbp,NNS VBP,1
hoses damage,hoses nns damage nn,NNS NN,1
hoses do,hoses nns do vbp,NNS VBP,1
hoses drag,hoses nns drag vbp,NNS VBP,1
hoses etc,hoses nns etc vbp,NNS VBP,1
hoses expansion,hoses nns expansion nn,NNS NN,1
hoses flanges,hoses nns flanges nns,NNS NNS,1
hoses free,hoses nns free jj,NNS JJ,1
hoses grease,hoses nns grease nn,NNS NN,1
hoses have,hoses nns have vbp,NNS VBP,1
hoses hose,hoses nns hose vbp,NNS VBP,1
hoses hp,hoses nns hp vbp,NNS VBP,1
hoses i,hoses nns i vbp,NNS VBP,1
hoses line,hoses nns line nn,NNS NN,1
hoses look,hoses nns look vbp,NNS VBP,1
hoses loom,hoses nns loom nn,NNS NN,1
hoses lube,hoses nns lube vbp,NNS VBP,1
hoses n,hoses nns n vbp,NNS VBP,1
hoses need,hoses nns need vbp,NNS VBP,1
hoses note,hoses nns note vbp,NNS VBP,1
hoses out,hoses nns out rp,NNS RP,1
hoses outer,hoses nns outer vbp,NNS VBP,1
hoses pipe,hoses nns pipe vbp,NNS VBP,1
hoses psi,hoses nns psi vbp,NNS VBP,1
hoses pump,hoses nns pump vbp,NNS VBP,1
hoses replacement,hoses nns replacement nn,NNS NN,1
hoses require,hoses nns require vbp,NNS VBP,1
hoses row,hoses nns row vbp,NNS VBP,1
hoses rpm,hoses nns rpm vbp,NNS VBP,1
hoses run,hoses nns run vbp,NNS VBP,1
hoses show,hoses nns show vbp,NNS VBP,1
hoses worn,hoses nns worn vbp,NNS VBP,1
hosing,hosing vbg,VBG,1
host,host nn,NN,1
hosting,hosting vbg,VBG,1
hot,hot jj,JJ,1
hotshot,hotshot nn,NN,1
hour,hour nn,NN,1
hourly,hourly rb,RB,1
hours,hours nns,NNS,1
hours are,hours nns are vbp,NNS VBP,1
hours etc,hours nns etc vbp,NNS VBP,1
hours hrs,hours nns hrs vbp,NNS VBP,1
hours mud,hours nns mud vbp,NNS VBP,1
hours rpm,hours nns rpm vbp,NNS VBP,1
house,house nn,NN,1
house for future use,house nn for in_pos future jj use nn,NN IN JJ NN,1
housed inside,housed vbn inside in_pos,VBN IN,1
householder,householder nn,NN,1
housekeeping,housekeeping vbg,VBG,1
houses,houses nns,NNS,1
housing,housing nn,NN,1
housing for excessive heat,housing nn for in_pos excessive jj heat nn,NN IN JJ NN,1
housing for leaks corrosion,housing nn for in_pos leaks nns corrosion nn,NN IN NNS NN,1
housing in acceptable condition,housing nn in in_pos acceptable jj condition nn,NN IN JJ NN,1
housing of proportional valve,housing nn of in_pos proportional jj valve nn,NN IN JJ NN,1
housings,housings nns,NNS,1
housings are,housings nns are vbp,NNS VBP,1
hovering,hovering vbg,VBG,1
however,however rb,RB,1
hp,hp nn,NN,1
hp air,hp nn air nn,NN NN,1
hp cylinder,hp nn cylinder nn,NN NN,1
hp gauge,hp nn gauge nn,NN NN,1
hp hose,hp nn hose nn,NN NN,1
hr,hr nn,NN,1
hr after tail arm,hr nn after in_pos tail nn arm nn,NN IN NN NN,1
hr drag,hr nns drag vbp,NNS VBP,1
hr griper,hr nn griper nn,NN NN,1
hr hoist,hr nns hoist nn,NNS NN,1
hr roller,hr nn roller nn,NN NN,1
hrs,hrs nn,NN,1
hrs of down time,hrs nn of in_pos down jj time nn,NN IN JJ NN,1
hrs on,hrs nn on in_pos,NN IN,1
ht,ht nn,NN,1
ht cassette,ht nn cassette nn,NN NN,1
hub,hub nn,NN,1
hub on electric motor,hub nn on in_pos electric jj motor nn,NN IN JJ NN,1
hubs,hubs nns,NNS,1
human,human nn,NN,1
humidity,humidity nn,NN,1
hung,hung nn,NN,1
hung off,hung nn off rp,NN RP,1
hung up,hung nn up rp,NN RP,1
hunt,hunt nn,NN,1
hunting,hunting vbg,VBG,1
hurting,hurting vbg,VBG,1
hwy,hwy nn,NN,1
hydra,hydra nn,NN,1
hydra tong,hydra nn tong nn,NN NN,1
hydra tong install stabbing,hydra nn tong in_pos install nn stabbing nn,NN IN NN NN,1
hydraulic,hydraulic nn,NN,1
hydraulic for active heave,hydraulic nn for in_pos active jj heave nn,NN IN JJ NN,1
hydraulic system,hydraulic jj system nn,JJ NN,1
hydraulically,hydraulically rb,RB,1
hydraulics,hydraulics nns,NNS,1
hydraulics accumulator,hydraulics nns accumulator nn,NNS NN,1
hydraulics are,hydraulics nns are vbp,NNS VBP,1
hydraulics valve,hydraulics nns valve vbp,NNS VBP,1
hydro,hydro nn,NN,1
i,i nn,NN,1
i agree,i nns agree vbp,NNS VBP,1
i found,i nn found vbd,NN VBD,1
i have,i nns have vbp,NNS VBP,1
i know,i nn know vbp,NN VBP,1
i recommend,i nns recommend vbp,NNS VBP,1
ib,ib nn,NN,1
id,id nn,NN,1
idea,idea nn,NN,1
ideal,ideal nn,NN,1
identical,identical jj,JJ,1
identification,identification nn,NN,1
identified,identified vbn,VBN,1
identified as,identified vbn as in_pos,VBN IN,1
identified at,identified vbn at in_pos,VBN IN,1
identified broken,identified vbn broken nn,VBN NN,1
identified bus,identified vbn bus nn,VBN NN,1
identified by,identified vbn by in_pos,VBN IN,1
identified correct,identified vbn correct nn,VBN NN,1
identified during,identified vbn during in_pos,VBN IN,1
identified faulty,identified vbn faulty nn,VBN NN,1
identified flexible,identified vbn flexible jj,VBN JJ,1
identified for,identified vbn for in_pos,VBN IN,1
identified from,identified vbn from in_pos,VBN IN,1
identified fwd,identified vbn fwd nn,VBN NN,1
identified hose,identified vbn hose nn,VBN NN,1
identified hydraulic,identified vbn hydraulic jj,VBN JJ,1
identified in,identified vbn in in_pos,VBN IN,1
identified inboard,identified vbn inboard nn,VBN NN,1
identified leak,identified vbn leak nn,VBN NN,1
identified location,identified vbn location nn,VBN NN,1
identified on,identified vbn on in_pos,VBN IN,1
identified prior,identified vbn prior jj,VBN JJ,1
identified reinstall,identified vbn reinstall nn,VBN NN,1
identified that,identified vbn that in_pos,VBN IN,1
identified with,identified vbn with in_pos,VBN IN,1
identify,identify vb,VB,1
identifying,identifying vbg,VBG,1
idle,idle jj,JJ,1
idler,idler nn,NN,1
ids,ids nns,NNS,1
ids are,ids nns are vbp,NNS VBP,1
if,if in_pos,IN,1
if accumulator,if in_pos accumulator nn,IN NN,1
if adjustable fingerboard,if in_pos adjustable jj fingerboard nn,IN JJ NN,1
if air,if in_pos air nn,IN NN,1
if alarm,if in_pos alarm nn,IN NN,1
if alarm oil,if in_pos alarm jj oil nn,IN JJ NN,1
if anyone,if in_pos anyone nn,IN NN,1
if anything,if in_pos anything nn,IN NN,1
if applicable change,if in_pos applicable jj change nn,IN JJ NN,1
if applicable check,if in_pos applicable jj check nn,IN JJ NN,1
if applicable confirm,if in_pos applicable jj confirm nn,IN JJ NN,1
if applicable coupling,if in_pos applicable jj coupling nn,IN JJ NN,1
if applicable d,if in_pos applicable jj d nn,IN JJ NN,1
if applicable drilling,if in_pos applicable jj drilling nn,IN JJ NN,1
if applicable examine,if in_pos applicable jj examine nn,IN JJ NN,1
if applicable expansion,if in_pos applicable jj expansion nn,IN JJ NN,1
if applicable grease,if in_pos applicable jj grease nn,IN JJ NN,1
if applicable lubricate,if in_pos applicable jj lubricate nn,IN JJ NN,1
if applicable none,if in_pos applicable jj none nn,IN JJ NN,1
if applicable note,if in_pos applicable jj note nn,IN JJ NN,1
if applicable perform,if in_pos applicable jj perform nn,IN JJ NN,1
if applicable position,if in_pos applicable jj position nn,IN JJ NN,1
if applicable preform,if in_pos applicable jj preform nn,IN JJ NN,1
if applicable relief,if in_pos applicable jj relief nn,IN JJ NN,1
if applicable remove,if in_pos applicable jj remove nn,IN JJ NN,1
if applicable repeat,if in_pos applicable jj repeat nn,IN JJ NN,1
if applicable secure,if in_pos applicable jj secure nn,IN JJ NN,1
if applicable verify,if in_pos applicable jj verify nn,IN JJ NN,1
if basket,if in_pos basket nn,IN NN,1
if below task,if in_pos below in_pos task nn,IN IN NN,1
if brake capacity,if in_pos brake vbn capacity nn,IN VBN NN,1
if calibration,if in_pos calibration nn,IN NN,1
if cleaning,if in_pos cleaning nn,IN NN,1
if contamination,if in_pos contamination nn,IN NN,1
if control,if in_pos control nn,IN NN,1
if corrosion,if in_pos corrosion nn,IN NN,1
if cost,if in_pos cost nn,IN NN,1
if cracking,if in_pos cracking nn,IN NN,1
if crank,if in_pos crank nn,IN NN,1
if damage,if in_pos damage nn,IN NN,1
if deselect load,if in_pos deselect jj load nn,IN JJ NN,1
if deterioration,if in_pos deterioration nn,IN NN,1
if differential pressure,if in_pos differential jj pressure nn,IN JJ NN,1
if distance,if in_pos distance nn,IN NN,1
if drilling,if in_pos drilling nn,IN NN,1
if dust,if in_pos dust nn,IN NN,1
if duty,if in_pos duty nn,IN NN,1
if everything,if in_pos everything nn,IN NN,1
if failure,if in_pos failure nn,IN NN,1
if fire,if in_pos fire nn,IN NN,1
if foundation,if in_pos foundation nn,IN NN,1
if hardware,if in_pos hardware nn,IN NN,1
if heat,if in_pos heat nn,IN NN,1
if high pressure,if in_pos high jj pressure nn,IN JJ NN,1
if hp accumulator,if in_pos hp vbn accumulator nn,IN VBN NN,1
if hydraulic fluid,if in_pos hydraulic jj fluid nn,IN JJ NN,1
if hydraulic power,if in_pos hydraulic jj power nn,IN JJ NN,1
if in drilling,if in_pos in in_pos drilling nn,IN IN NN,1
if indication,if in_pos indication nn,IN NN,1
if indicator,if in_pos indicator nn,IN NN,1
if isolation,if in_pos isolation nn,IN NN,1
if maintenance,if in_pos maintenance nn,IN NN,1
if misalignment,if in_pos misalignment nn,IN NN,1
if mud leakage,if in_pos mud vbn leakage nn,IN VBN NN,1
if mud pump,if in_pos mud vbn pump nn,IN VBN NN,1
if need change,if in_pos need vbn change nn,IN VBN NN,1
if new valve,if in_pos new jj valve nn,IN JJ NN,1
if oil,if in_pos oil nn,IN NN,1
if overhaul repair,if in_pos overhaul vbn repair nn,IN VBN NN,1
if ownership,if in_pos ownership nn,IN NN,1
if permanent temperature,if in_pos permanent jj temperature nn,IN JJ NN,1
if pilot,if in_pos pilot nn,IN NN,1
if piston,if in_pos piston nn,IN NN,1
if present determine,if in_pos present jj determine nn,IN JJ NN,1
if pressure,if in_pos pressure nn,IN NN,1
if program,if in_pos program nn,IN NN,1
if prs,if in_pos prs nns,IN NNS,1
if radial play,if in_pos radial jj play nn,IN JJ NN,1
if rain blown,if in_pos rain vbn blown nn,IN VBN NN,1
if recovery,if in_pos recovery nn,IN NN,1
if relief,if in_pos relief nn,IN NN,1
if relief plug,if in_pos relief nn plug nn,IN NN NN,1
if repair,if in_pos repair nn,IN NN,1
if require latch,if in_pos require vbn latch nn,IN VBN NN,1
if rig,if in_pos rig nn,IN NN,1
if safe passing,if in_pos safe jj passing nn,IN JJ NN,1
if software,if in_pos software nn,IN NN,1
if stock,if in_pos stock nn,IN NN,1
if suction,if in_pos suction nn,IN NN,1
if supply,if in_pos supply nn,IN NN,1
if system,if in_pos system nn,IN NN,1
if tank,if in_pos tank nn,IN NN,1
if testing equipment,if in_pos testing jj equipment nn,IN JJ NN,1
if ticket,if in_pos ticket nn,IN NN,1
if transmitter,if in_pos transmitter nn,IN NN,1
if twisting,if in_pos twisting vbg,IN VBG,1
if unit,if in_pos unit nn,IN NN,1
if unmodified front,if in_pos unmodified jj front nn,IN JJ NN,1
if valve,if in_pos valve nns,IN NNS,1
if visual examination,if in_pos visual jj examination nn,IN JJ NN,1
if water,if in_pos water nn,IN NN,1
if wear grove,if in_pos wear jj grove nn,IN JJ NN,1
ignore,ignore nn,NN,1
ii,ii nn,NN,1
iii,iii nn,NN,1
ill,ill nn,NN,1
illuminated,illuminated vbn,VBN,1
illuminated on,illuminated vbn on in_pos,VBN IN,1
illustration,illustration nn,NN,1
image,image nn,NN,1
image on flash card,image nn on in_pos flash jj card nn,NN IN JJ NN,1
imaged,imaged vbn,VBN,1
imaged hard,imaged vbn hard rb,VBN RB,1
images,images nns,NNS,1
imaging,imaging vbg,VBG,1
imbalance,imbalance nn,NN,1
immanent,immanent nn,NN,1
immediate,immediate nn,NN,1
immediately,immediately rb,RB,1
imminent,imminent nn,NN,1
impact,impact nn,NN,1
impacting,impacting vbg,VBG,1
impartial,impartial jj,JJ,1
impeller,impeller nn,NN,1
impeller in good condition,impeller nn in in_pos good jj condition nn,NN IN JJ NN,1
impellers,impellers nns,NNS,1
impending,impending vbg,VBG,1
imperfections,imperfections nns,NNS,1
implement,implement nn,NN,1
implementation,implementation nn,NN,1
implemented,implemented vbn,VBN,1
implemented by,implemented vbn by in_pos,VBN IN,1
implemented on,implemented vbn on in_pos,VBN IN,1
implemented software,implemented vbn software nn,VBN NN,1
implemented while,implemented vbn while in_pos,VBN IN,1
implementing,implementing vbg,VBG,1
implements oil,implements nns oil nn,NNS NN,1
import,import nn,NN,1
important,important jj,JJ,1
imported for,imported vbn for in_pos,VBN IN,1
impossible,impossible jj,JJ,1
impractical,impractical jj,JJ,1
impression,impression nn,NN,1
impressions,impressions nns,NNS,1
imprints,imprints nns,NNS,1
improper,improper nn,NN,1
improperly,improperly rb,RB,1
improve,improve vb,VB,1
improved,improved vbn,VBN,1
improved in,improved vbn in in_pos,VBN IN,1
improvement,improvement nn,NN,1
improvements,improvements nns,NNS,1
in,in in_pos,IN,1
in abnormal,in in_pos abnormal jj,IN JJ,1
in abnormal condition,in in_pos abnormal jj condition nn,IN JJ NN,1
in abnormal task,in in_pos abnormal jj task nn,IN JJ NN,1
in acceptable condition,in in_pos acceptable jj condition nn,IN JJ NN,1
in acceptable operating,in in_pos acceptable jj operating nn,IN JJ NN,1
in acceptable pressure,in in_pos acceptable jj pressure nn,IN JJ NN,1
in acceptable range,in in_pos acceptable jj range nn,IN JJ NN,1
in acceptable running,in in_pos acceptable jj running nn,IN JJ NN,1
in acceptable shape,in in_pos acceptable jj shape nn,IN JJ NN,1
in accordance,in in_pos accordance nn,IN NN,1
in accumulator,in in_pos accumulator nn,IN NN,1
in active heave,in in_pos active jj heave nn,IN JJ NN,1
in actuality,in in_pos actuality nn,IN NN,1
in addition,in in_pos addition nn,IN NN,1
in advance,in in_pos advance nn,IN NN,1
in aft,in in_pos aft nn,IN NN,1
in agreement,in in_pos agreement nn,IN NN,1
in air,in in_pos air nn,IN NN,1
in alarm,in in_pos alarm nn,IN NN,1
in alarm condition,in in_pos alarm nn condition nn,IN NN NN,1
in align,in in_pos align nn,IN NN,1
in alternate,in in_pos alternate nn,IN NN,1
in amazing order,in in_pos amazing jj order nn,IN JJ NN,1
in angle,in in_pos angle nn,IN NN,1
in anticipation,in in_pos anticipation nn,IN NN,1
in appearance,in in_pos appearance nn,IN NN,1
in ar,in in_pos ar nn,IN NN,1
in area,in in_pos area nn,IN NN,1
in arm,in in_pos arm nn,IN NN,1
in assistance,in in_pos assistance nn,IN NN,1
in at load,in in_pos at in_pos load nn,IN IN NN,1
in at psi,in in_pos at in_pos psi nn,IN IN NN,1
in attached document,in in_pos attached jj document nn,IN JJ NN,1
in attachment,in in_pos attachment nn,IN NN,1
in august see,in in_pos august jj see nn,IN JJ NN,1
in august x,in in_pos august jj x nn,IN JJ NN,1
in auto,in in_pos auto nn,IN NN,1
in aux,in in_pos aux nn,IN NN,1
in aux gripper,in in_pos aux jj gripper nn,IN JJ NN,1
in aux ht,in in_pos aux jj ht nn,IN JJ NN,1
in aux iron,in in_pos aux jj iron nn,IN JJ NN,1
in aux roughneck,in in_pos aux jj roughneck nn,IN JJ NN,1
in aux st,in in_pos aux jj st nn,IN JJ NN,1
in back,in in_pos back rb,IN RB,1
in backup,in in_pos backup nn,IN NN,1
in bad condition,in in_pos bad jj condition nn,IN JJ NN,1
in bad need,in in_pos bad jj need nn,IN JJ NN,1
in bad shape,in in_pos bad jj shape nn,IN JJ NN,1
in ballast,in in_pos ballast nn,IN NN,1
in ballast pump,in in_pos ballast nn pump nn,IN NN NN,1
in bar,in in_pos bar nn,IN NN,1
in basket,in in_pos basket nn,IN NN,1
in bay,in in_pos bay nn,IN NN,1
in behavior,in in_pos behavior nn,IN NN,1
in below accumulator,in in_pos below in_pos accumulator nn,IN IN NN,1
in below folder,in in_pos below in_pos folder nn,IN IN NN,1
in bin,in in_pos bin nn,IN NN,1
in bladder,in in_pos bladder nn,IN NN,1
in block,in in_pos block nn,IN NN,1
in blower,in in_pos blower nn,IN NN,1
in board,in in_pos board nn,IN NN,1
in book,in in_pos book nn,IN NN,1
in bottle,in in_pos bottle nn,IN NN,1
in bottom,in in_pos bottom nn,IN NN,1
in box,in in_pos box nn,IN NN,1
in brake,in in_pos brake nn,IN NN,1
in brazil,in in_pos brazil nn,IN NN,1
in business,in in_pos business nn,IN NN,1
in bypass,in in_pos bypass nn,IN NN,1
in c,in in_pos c nn,IN NN,1
in c ms,in in_pos c nns ms nns,IN NNS NNS,1
in cabin,in in_pos cabin nn,IN NN,1
in cabinet,in in_pos cabinet nn,IN NN,1
in cable,in in_pos cable nn,IN NN,1
in cage,in in_pos cage nn,IN NN,1
in calibration,in in_pos calibration nn,IN NN,1
in caliper,in in_pos caliper nn,IN NN,1
in capacity,in in_pos capacity nn,IN NN,1
in cape,in in_pos cape nn,IN NN,1
in carriage,in in_pos carriage nn,IN NN,1
in case,in in_pos case nn,IN NN,1
in catwalk,in in_pos catwalk nn,IN NN,1
in cc,in in_pos cc nn,IN NN,1
in center,in in_pos center nn,IN NN,1
in certificate,in in_pos certificate nn,IN NN,1
in chaffed,in in_pos chaffed nn,IN NN,1
in chair,in in_pos chair nn,IN NN,1
in change,in in_pos change nn,IN NN,1
in charge,in in_pos charge nn,IN NN,1
in check,in in_pos check nn,IN NN,1
in chiefs office,in in_pos chiefs jj office nn,IN JJ NN,1
in china,in in_pos china nn,IN NN,1
in circuit,in in_pos circuit nn,IN NN,1
in clamp,in in_pos clamp nn,IN NN,1
in classified area,in in_pos classified jj area nn,IN JJ NN,1
in clean condition,in in_pos clean jj condition nn,IN JJ NN,1
in clevis,in in_pos clevis nn,IN NN,1
in climate,in in_pos climate nn,IN NN,1
in clink,in in_pos clink nn,IN NN,1
in close proximity,in in_pos close jj proximity nn,IN JJ NN,1
in closed loop,in in_pos closed jj loop nn,IN JJ NN,1
in cm,in in_pos cm nn,IN NN,1
in co,in in_pos co nn,IN NN,1
in company,in in_pos company nn,IN NN,1
in comparison,in in_pos comparison nn,IN NN,1
in compensator,in in_pos compensator nn,IN NN,1
in complete light,in in_pos complete jj light nn,IN JJ NN,1
in completion,in in_pos completion nn,IN NN,1
in conclusion,in in_pos conclusion nn,IN NN,1
in condition,in in_pos condition nn,IN NN,1
in conductor,in in_pos conductor nn,IN NN,1
in conjunction,in in_pos conjunction nn,IN NN,1
in construction,in in_pos construction nn,IN NN,1
in contact,in in_pos contact nn,IN NN,1
in contact cylinder,in in_pos contact nn cylinder nn,IN NN NN,1
in containment,in in_pos containment nn,IN NN,1
in control,in in_pos control nn,IN NN,1
in controller,in in_pos controller nn,IN NN,1
in cooler,in in_pos cooler nn,IN NN,1
in coordination,in in_pos coordination nn,IN NN,1
in correct,in in_pos correct nn,IN NN,1
in correct condition,in in_pos correct jj condition nn,IN JJ NN,1
in correct level,in in_pos correct jj level nn,IN JJ NN,1
in correct operation,in in_pos correct jj operation nn,IN JJ NN,1
in correct place,in in_pos correct jj place nn,IN JJ NN,1
in correct position,in in_pos correct jj position nn,IN JJ NN,1
in correct pressure,in in_pos correct jj pressure nn,IN JJ NN,1
in correct range,in in_pos correct jj range nn,IN JJ NN,1
in correct state,in in_pos correct jj state nn,IN JJ NN,1
in corrective maintenance,in in_pos corrective jj maintenance nn,IN JJ NN,1
in correlation,in in_pos correlation nn,IN NN,1
in corrosion,in in_pos corrosion nn,IN NN,1
in counter,in in_pos counter nn,IN NN,1
in cover,in in_pos cover nn,IN NN,1
in cow,in in_pos cow nn,IN NN,1
in cr part,in in_pos cr jj part nn,IN JJ NN,1
in crane,in in_pos crane nn,IN NN,1
in crankcase,in in_pos crankcase nn,IN NN,1
in crankshaft,in in_pos crankshaft nn,IN NN,1
in creep,in in_pos creep nn,IN NN,1
in creep mode,in in_pos creep jj mode nn,IN JJ NN,1
in crossover,in in_pos crossover nn,IN NN,1
in crown,in in_pos crown nn,IN NN,1
in current certification,in in_pos current jj certification nn,IN JJ NN,1
in current operation,in in_pos current jj operation nn,IN JJ NN,1
in current state,in in_pos current jj state nn,IN JJ NN,1
in cylinder,in in_pos cylinder nn,IN NN,1
in d,in in_pos d nn,IN NN,1
in dampener,in in_pos dampener nn,IN NN,1
in date,in in_pos date nn,IN NN,1
in day,in in_pos day nn,IN NN,1
in debug,in in_pos debug nn,IN NN,1
in dec,in in_pos dec nn,IN NN,1
in decent condition,in in_pos decent jj condition nn,IN JJ NN,1
in decent shape,in in_pos decent jj shape nn,IN JJ NN,1
in deg c,in in_pos deg nn c nn,IN NN NN,1
in derrick,in in_pos derrick nn,IN NN,1
in design,in in_pos design nn,IN NN,1
in detail,in in_pos detail nn,IN NN,1
in di locker,in in_pos di nn locker nn,IN NN NN,1
in die,in in_pos die nn,IN NN,1
in different pm,in in_pos different jj pm nn,IN JJ NN,1
in dire need,in in_pos dire nns need vbp,IN NNS VBP,1
in direct contact,in in_pos direct jj contact nn,IN JJ NN,1
in direct issue,in in_pos direct jj issue nn,IN JJ NN,1
in discharge,in in_pos discharge nn,IN NN,1
in display,in in_pos display nn,IN NN,1
in document,in in_pos document nn,IN NN,1
in dog,in in_pos dog nn,IN NN,1
in doghouse,in in_pos doghouse nn,IN NN,1
in down time,in in_pos down rp time nn,IN RP NN,1
in drag,in in_pos drag nn,IN NN,1
in drain,in in_pos drain nn,IN NN,1
in draw,in in_pos draw nn,IN NN,1
in drill,in in_pos drill nn,IN NN,1
in drill shack,in in_pos drill jj shack nn,IN JJ NN,1
in driller,in in_pos driller nn,IN NN,1
in drilling,in in_pos drilling nn,IN NN,1
in drive,in in_pos drive nn,IN NN,1
in drive motor,in in_pos drive jj motor nn,IN JJ NN,1
in drive panel,in in_pos drive jj panel nn,IN JJ NN,1
in drum,in in_pos drum nn,IN NN,1
in e,in in_pos e nn,IN NN,1
in effect,in in_pos effect nn,IN NN,1
in emergency,in in_pos emergency nn,IN NN,1
in end,in in_pos end nn,IN NN,1
in equipment,in in_pos equipment nn,IN NN,1
in error,in in_pos error nn,IN NN,1
in et,in in_pos et nn,IN NN,1
in ex stainless,in in_pos ex nn stainless nn,IN NN NN,1
in excellent condition,in in_pos excellent jj condition nn,IN JJ NN,1
in excellent shape,in in_pos excellent jj shape nn,IN JJ NN,1
in excess,in in_pos excess nn,IN NN,1
in expansion,in in_pos expansion nn,IN NN,1
in f,in in_pos f nn,IN NN,1
in fact,in in_pos fact nn,IN NN,1
in fair condition,in in_pos fair jj condition nn,IN JJ NN,1
in fan,in in_pos fan nn,IN NN,1
in fault,in in_pos fault nn,IN NN,1
in field,in in_pos field nn,IN NN,1
in file,in in_pos file nn,IN NN,1
in finger,in in_pos finger nn,IN NN,1
in fingerboard,in in_pos fingerboard nn,IN NN,1
in first week,in in_pos first jj week nn,IN JJ NN,1
in fit condition,in in_pos fit jj condition nn,IN JJ NN,1
in float,in in_pos float nn,IN NN,1
in floor,in in_pos floor nn,IN NN,1
in fluid,in in_pos fluid nn,IN NN,1
in fluid cylinder,in in_pos fluid nn cylinder nn,IN NN NN,1
