phrases,tagged_phrases,Tags,indicator_valid_eng_phrase
from rig,from in_pos rig nn,IN NN,1
from rig floor,from in_pos rig nn floor nn,IN NN NN,1
from right front,from in_pos right jj front nn,IN JJ NN,1
from riser,from in_pos riser nn,IN NN,1
from rod,from in_pos rod nn,IN NN,1
from rod seal,from in_pos rod nn seal nn,IN NN NN,1
from roller,from in_pos roller nn,IN NN,1
from rope,from in_pos rope nn,IN NN,1
from rotary hose,from in_pos rotary jj hose nn,IN JJ NN,1
from roughneck,from in_pos roughneck nn,IN NN,1
from row,from in_pos row nn,IN NN,1
from rr,from in_pos rr nn,IN NN,0
from rust damage,from in_pos rust jj damage nn,IN JJ NN,1
from rust dirt,from in_pos rust nn dirt nn,IN NN NN,1
from sack,from in_pos sack nn,IN NN,1
from samsung,from in_pos samsung nn,IN NN,0
from saver,from in_pos saver nn,IN NN,1
from sbm,from in_pos sbm nn,IN NN,0
from scada,from in_pos scada nn,IN NN,0
from seal,from in_pos seal nn,IN NN,1
from sec,from in_pos sec nn,IN NN,1
from self,from in_pos self nn,IN NN,1
from sensor,from in_pos sensor nn,IN NN,1
from server d,from in_pos server nn d nn,IN NN NN,1
from service,from in_pos service nn,IN NN,1
from shaft,from in_pos shaft nn,IN NN,1
from shimmer,from in_pos shimmer nn,IN NN,1
from shipyard,from in_pos shipyard nn,IN NN,1
from shop,from in_pos shop nn,IN NN,1
from singapore,from in_pos singapore nn,IN NN,0
from slew,from in_pos slew nn,IN NN,1
from slot,from in_pos slot nn,IN NN,1
from smoc,from in_pos smoc nn,IN NN,0
from sock,from in_pos sock nn,IN NN,1
from soft grip,from in_pos soft jj grip nn,IN JJ NN,1
from solenoid valve,from in_pos solenoid jj valve nn,IN JJ NN,1
from spare cassette,from in_pos spare jj cassette nn,IN JJ NN,1
from spare head,from in_pos spare jj head nn,IN JJ NN,1
from spare roughneck,from in_pos spare jj roughneck nn,IN JJ NN,1
from spare unit,from in_pos spare jj unit nn,IN JJ NN,1
from spin,from in_pos spin nn,IN NN,1
from spinner,from in_pos spinner nn,IN NN,1
from spool,from in_pos spool nn,IN NN,1
from spool end,from in_pos spool jj end nn,IN JJ NN,1
from sr,from in_pos sr nn,IN NN,0
from sr subsea,from in_pos sr jj subsea nn,IN JJ NN,0
from srilanka,from in_pos srilanka nn,IN NN,0
from ss,from in_pos ss nn,IN NN,1
from standby pump,from in_pos standby jj pump nn,IN JJ NN,1
from start,from in_pos start nn,IN NN,1
from stock,from in_pos stock nn,IN NN,1
from stop,from in_pos stop nn,IN NN,1
from store,from in_pos store nn,IN NN,1
from storeroom,from in_pos storeroom nn,IN NN,1
from subc,from in_pos subc nn,IN NN,0
from subsea,from in_pos subsea nn,IN NN,0
from suction,from in_pos suction nn,IN NN,1
from sump,from in_pos sump nn,IN NN,1
from supply,from in_pos supply nn,IN NN,1
from support,from in_pos support nn,IN NN,1
from swab,from in_pos swab nn,IN NN,1
from swivel,from in_pos swivel nn,IN NN,1
from system,from in_pos system nn,IN NN,1
from t,from in_pos t nn,IN NN,1
from t connection,from in_pos t jj connection nn,IN JJ NN,1
from tail,from in_pos tail nn,IN NN,1
from tank,from in_pos tank nn,IN NN,1
from tar,from in_pos tar nn,IN NN,1
from tco condition,from in_pos tco jj condition nn,IN JJ NN,0
from tds,from in_pos tds nn,IN NN,0
from tdx,from in_pos tdx nn,IN NN,0
from te apv,from in_pos te nn apv nn,IN NN NN,0
from teh,from in_pos teh nn,IN NN,0
from teh cabinet,from in_pos teh jj cabinet nn,IN JJ NN,0
from teh case,from in_pos teh jj case nn,IN JJ NN,0
from telltale,from in_pos telltale nn,IN NN,1
from tension,from in_pos tension nn,IN NN,1
from tensioner,from in_pos tensioner nn,IN NN,0
from term,from in_pos term nn,IN NN,1
from termination,from in_pos termination nn,IN NN,1
from thalassa,from in_pos thalassa nn,IN NN,0
from time,from in_pos time nn,IN NN,1
from timegooglecom,from in_pos timegooglecom nn,IN NN,0
from titan vavle,from in_pos titan jj vavle nn,IN JJ NN,0
from toi,from in_pos toi nn,IN NN,0
from tool,from in_pos tool nn,IN NN,1
from toolpusher,from in_pos toolpusher nn,IN NN,0
from top,from in_pos top jj,IN JJ,1
from top cmc,from in_pos top jj cmc nn,IN JJ NN,0
from top drive,from in_pos top jj drive nn,IN JJ NN,1
from top face,from in_pos top jj face nn,IN JJ NN,1
from topside cooling,from in_pos topside nn cooling vbg,IN NN VBG,1
from torque,from in_pos torque nn,IN NN,1
from town,from in_pos town nn,IN NN,1
from transfer,from in_pos transfer nn,IN NN,1
from traume,from in_pos traume nn,IN NN,0
from traverse hoist,from in_pos traverse jj hoist nn,IN JJ NN,1
from tri state,from in_pos tri jj state nn,IN JJ NN,0
from trip,from in_pos trip nn,IN NN,1
from tugger,from in_pos tugger nn,IN NN,0
from tw,from in_pos tw nn,IN NN,0
from under nit,from in_pos under in_pos nit nn,IN IN NN,1
from unit,from in_pos unit nn,IN NN,1
from upper arm,from in_pos upper jj arm nn,IN JJ NN,1
from upper deck,from in_pos upper jj deck nn,IN JJ NN,1
from upper gripper,from in_pos upper jj gripper nn,IN JJ NN,1
from upper guide,from in_pos upper jj guide nn,IN JJ NN,1
from upper jaw,from in_pos upper jj jaw nn,IN JJ NN,1
from upper portion,from in_pos upper jj portion nn,IN JJ NN,1
from upper sheave,from in_pos upper jj sheave nn,IN JJ NN,1
from upper trolley,from in_pos upper jj trolley nn,IN JJ NN,1
from uproportional valve,from in_pos uproportional jj valve nn,IN JJ NN,0
from urc,from in_pos urc jj,IN JJ,0
from usage,from in_pos usage nn,IN NN,1
from v,from in_pos v nn,IN NN,1
from valve,from in_pos valve nn,IN NN,1
from vendor,from in_pos vendor nn,IN NN,1
from version,from in_pos version nn,IN NN,1
from vertical drag,from in_pos vertical jj drag nn,IN JJ NN,1
from vessel,from in_pos vessel nn,IN NN,1
from vfd,from in_pos vfd nn,IN NN,0
from vfrd,from in_pos vfrd nn,IN NN,0
from vibration,from in_pos vibration nn,IN NN,1
from view,from in_pos view nn,IN NN,1
from visual inspection,from in_pos visual jj inspection nn,IN JJ NN,1
from voti,from in_pos voti nn,IN NN,0
from walk,from in_pos walk nn,IN NN,1
from walker,from in_pos walker nn,IN NN,1
from ware,from in_pos ware nn,IN NN,1
from warehouse,from in_pos warehouse nn,IN NN,1
from wash,from in_pos wash nn,IN NN,1
from water,from in_pos water nn,IN NN,1
from wc,from in_pos wc nn,IN NN,0
from weap hole,from in_pos weap jj hole nn,IN JJ NN,0
from wear,from in_pos wear nn,IN NN,1
from wear damage,from in_pos wear jj damage nn,IN JJ NN,1
from weep hole,from in_pos weep jj hole nn,IN JJ NN,1
from wellhead,from in_pos wellhead nn,IN NN,1
from wharehouse,from in_pos wharehouse nn,IN NN,0
from wherehouse,from in_pos wherehouse nn,IN NN,0
from whorehouse,from in_pos whorehouse nn,IN NN,1
from whse,from in_pos whse nn,IN NN,0
from work,from in_pos work nn,IN NN,1
from xv,from in_pos xv nn,IN NN,1
from year,from in_pos year nn,IN NN,1
from zms,from in_pos zms nn,IN NN,0
from zone,from in_pos zone nn,IN NN,1
fromed,fromed vbn,VBN,0
fromit,fromit nn,NN,0
fromn,fromn nn,NN,0
fromthe,fromthe nn,NN,0
fron,fron nn,NN,0
front,front nn,NN,1
frooves,frooves nns,NNS,0
fround,fround nn,NN,0
froze,froze nn,NN,1
froze up,froze nn up rp,NN RP,1
frozen,frozen nns,NNS,1
frozen driller,frozen jj driller nn,JJ NN,1
frozing,frozing vbg,VBG,0
frwd,frwd nn,NN,0
frwom,frwom nn,NN,0
fs,fs nn,NN,0
fse,fse nn,NN,0
fst,fst nn,NN,0
fst for aw hydra,fst nn for in_pos aw nn hydra nn,NN IN NN NN,0
fst nov,fst nn nov nn,NN NN,0
fst take,fst nns take vbp,NNS VBP,0
fsts,fsts nns,NNS,0
fsts have,fsts nns have vbp,NNS VBP,0
ft,ft nn,NN,1
ft are,ft nns are vbp,NNS VBP,1
ft between top trolley,ft nn between in_pos top jj trolley nn,NN IN JJ NN,1
ft of drill line,ft nn of in_pos drill nn line nn,NN IN NN NN,1
ft on auxiliary aa,ft nn on in_pos auxiliary jj aa nn,NN IN JJ NN,1
ftbls,ftbls nn,NN,0
ftigue,ftigue nn,NN,0
ftl,ftl nn,NN,0
ftlb,ftlb nn,NN,0
ftlbs,ftlbs nn,NN,0
ftlds,ftlds nns,NNS,0
ftp,ftp nn,NN,1
fuchs,fuchs nn,NN,0
fucntion,fucntion nn,NN,0
fucntionality,fucntionality nn,NN,0
fucntions ass,fucntions nns ass vbp,NNS VBP,0
fuction,fuction nn,NN,0
fuctional,fuctional jj,JJ,0
fuctioned,fuctioned vbn,VBN,0
fuctioned manually,fuctioned vbn manually rb,VBN RB,0
fuctioned prs,fuctioned vbn prs nn,VBN NN,0
fuctioning,fuctioning vbg,VBG,0
fuctions,fuctions nns,NNS,0
fuild,fuild nn,NN,0
fulid,fulid nn,NN,0
full,full jj,JJ,1
fullfwd,fullfwd nn,NN,0
fulling,fulling vbg,VBG,1
fullly,fullly rb,RB,0
fully,fully rb,RB,1
fullyalso,fullyalso nn,NN,0
func,func nn,NN,0
funciton,funciton nn,NN,0
funcitonal,funcitonal jj,JJ,0
funcitoned,funcitoned vbn,VBN,0
funcitoned by,funcitoned vbn by in_pos,VBN IN,0
funcitoned during,funcitoned vbn during in_pos,VBN IN,0
funcrioned,funcrioned vbn,VBN,0
functiioning,functiioning vbg,VBG,0
functin,functin nn,NN,0
functined,functined vbn,VBN,0
functioing,functioing vbg,VBG,0
functiojn,functiojn nn,NN,0
function,function nn,NN,1
function from proportional valve,function nn from in_pos proportional jj valve nn,NN IN JJ NN,1
function of main hydra,function nn of in_pos main jj hydra nn,NN IN JJ NN,1
function on hydratong cassette,function nn on in_pos hydratong jj cassette nn,NN IN JJ NN,0
function on main well,function nn on in_pos main jj well nn,NN IN JJ NN,1
function tested,function nn tested vbd,NN VBD,1
function through daric maintenance,function nn through in_pos daric jj maintenance nn,NN IN JJ NN,1
functionable,functionable jj,JJ,0
functional,functional jj,JJ,1
functionality,functionality nn,NN,1
functionality of fwd mddm,functionality nn of in_pos fwd nn mddm nn,NN IN NN NN,0
functionbrake,functionbrake nn,NN,0
functiond,functiond nn,NN,0
functioned,functioned vbn,VBN,1
functioned acs,functioned vbn acs nn,VBN NN,0
functioned after,functioned vbn after in_pos,VBN IN,1
functioned as,functioned vbn as in_pos,VBN IN,1
functioned at,functioned vbn at in_pos,VBN IN,1
functioned back,functioned vbn back rp,VBN RP,1
functioned by,functioned vbn by in_pos,VBN IN,1
functioned closed,functioned vbn closed vbd,VBN VBD,1
functioned correct,functioned vbn correct nn,VBN NN,1
functioned correctly,functioned vbn correctly rb,VBN RB,1
functioned crown,functioned vbn crown nn,VBN NN,1
functioned daily,functioned vbn daily jj,VBN JJ,1
functioned due,functioned vbn due jj,VBN JJ,1
functioned during,functioned vbn during in_pos,VBN IN,1
functioned equipment,functioned vbn equipment nn,VBN NN,1
functioned evry,functioned vbn evry nn,VBN NN,0
functioned finger,functioned vbn finger nn,VBN NN,1
functioned fingerboard,functioned vbn fingerboard nn,VBN NN,1
functioned flow,functioned vbn flow nn,VBN NN,1
functioned for,functioned vbn for in_pos,VBN IN,1
functioned from,functioned vbn from in_pos,VBN IN,1
functioned fully,functioned vbn fully rb,VBN RB,1
functioned greased,functioned vbn greased vbd,VBN VBD,1
functioned hr,functioned vbn hr nn,VBN NN,1
functioned hydrolic,functioned vbn hydrolic jj,VBN JJ,0
functioned ibop,functioned vbn ibop nn,VBN NN,0
functioned in,functioned vbn in in_pos,VBN IN,1
functioned iron,functioned vbn iron nn,VBN NN,1
functioned latch,functioned vbn latch nn,VBN NN,1
functioned main,functioned vbn main jj,VBN JJ,1
functioned manual,functioned vbn manual jj,VBN JJ,1
functioned multiple,functioned vbn multiple nns,VBN NNS,1
functioned not,functioned vbn not rb,VBN RB,1
functioned on,functioned vbn on in_pos,VBN IN,1
functioned open,functioned vbn open jj,VBN JJ,1
functioned other,functioned vbd other jj,VBD JJ,1
functioned prior,functioned vbn prior rb,VBN RB,1
functioned properly,functioned vbn properly rb,VBN RB,1
functioned prv,functioned vbn prv nn,VBN NN,0
functioned rcw,functioned vbn rcw nn,VBN NN,0
functioned recoil,functioned vbn recoil nn,VBN NN,1
functioned roughneck,functioned vbn roughneck nn,VBN NN,1
functioned several,functioned vbn several jj,VBN JJ,1
functioned so,functioned vbn so rb,VBN RB,1
functioned spm,functioned vbn spm nn,VBN NN,0
functioned test,functioned vbn test nn,VBN NN,1
functioned tested,functioned vbn tested vbd,VBN VBD,1
functioned then,functioned vbn then rb,VBN RB,1
functioned through,functioned vbn through in_pos,VBN IN,1
functioned to ensure good,functioned vbn to to_pos ensure vb good jj,VBN TO VB JJ,1
functioned to ensure proper,functioned vbn to to_pos ensure vb proper jj,VBN TO VB JJ,1
functioned to make sure,functioned vbn to to_pos make vb sure jj,VBN TO VB JJ,1
functioned top,functioned vbn top jj,VBN JJ,1
functioned twice,functioned vbn twice rb,VBN RB,1
functioned unit,functioned vbn unit nn,VBN NN,1
functioned upper,functioned vbn upper jj,VBN JJ,1
functioned valve,functioned vbn valve nns,VBN NNS,1
functioned visual,functioned vbn visual jj,VBN JJ,1
functioned weekly,functioned vbn weekly jj,VBN JJ,1
functioned while,functioned vbn while in_pos,VBN IN,1
functioned with,functioned vbn with in_pos,VBN IN,1
functioned within,functioned vbn within in_pos,VBN IN,1
functioned without,functioned vbn without in_pos,VBN IN,1
functioned zms,functioned vbn zms nn,VBN NN,0
functiong,functiong nn,NN,0
functioniing,functioniing vbg,VBG,0
functioning,functioning vbg,VBG,1
functioningrm,functioningrm nn,NN,0
functioningsolenoid,functioningsolenoid nn,NN,0
functionned correctly,functionned vbn correctly rb,VBN RB,0
functionpassed,functionpassed vbn,VBN,0
functionpassed rpm,functionpassed vbn rpm nn,VBN NN,0
functions,functions nns,NNS,1
functions apply,functions nns apply vbp,NNS VBP,1
functions are,functions nns are vbp,NNS VBP,1
functions have,functions nns have vbp,NNS VBP,1
functions manifold,functions nns manifold vbp,NNS VBP,1
functions operate,functions nns operate vbp,NNS VBP,1
functions spm,functions nns spm vbp,NNS VBP,0
functions work,functions nns work vbp,NNS VBP,1
functiont,functiont nn,NN,0
functionted during,functionted vbn during in_pos,VBN IN,0
functioon at main manifold,functioon nn at in_pos main jj manifold nn,NN IN JJ NN,0
functoin,functoin nn,NN,0
functoinal,functoinal jj,JJ,0
fundation,fundation nn,NN,0
funiction,funiction nn,NN,0
funnel,funnel nns,NNS,1
funnel for wear damage,funnel nn for in_pos wear jj damage nn,NN IN JJ NN,1
funnel in good condition,funnel nns in in_pos good jj condition nn,NNS IN JJ NN,1
funtcional,funtcional jj,JJ,0
funtiioning,funtiioning vbg,VBG,0
funtion,funtion nn,NN,0
funtional,funtional jj,JJ,0
funtioned,funtioned vbn,VBN,0
funtioned st,funtioned vbn st nn,VBN NN,0
funtioning,funtioning vbg,VBG,0
further,further rb,RB,1
furthering,furthering vbg,VBG,1
fuse,fuse nn,NN,1
fuse in td cabinet,fuse nn in in_pos td jj cabinet nn,NN IN JJ NN,0
fused found,fused vbn found nn,VBN NN,1
fusedconfirmed,fusedconfirmed vbn,VBN,0
fuses,fuses nns,NNS,1
fuses are,fuses nns are vbp,NNS VBP,1
fuses have,fuses nns have vbp,NNS VBP,1
fuses ma,fuses nns ma vbp,NNS VBP,1
fuses power,fuses nns power nn,NNS NN,1
futher,futher nn,NN,0
future,future nn,NN,1
fv,fv nn,NN,0
fv at active heave,fv nn at in_pos active jj heave nn,NN IN JJ NN,0
fw,fw nn,NN,0
fwc,fwc nn,NN,0
fwc in c bar,fwc nn in in_pos c jj bar nn,NN IN JJ NN,0
fwc out c bar,fwc nn out rp c nn bar nn,NN RP NN NN,0
fwd,fwd nn,NN,1
fwd brake,fwd nns brake vbp,NNS VBP,1
fwd guide,fwd nns guide vbp,NNS VBP,1
fwd iron,fwd nn iron nn,NN NN,1
fwd prs,fwd nn prs nn,NN NN,1
fwd retract,fwd nn retract nn,NN NN,1
fwd roller,fwd nn roller nn,NN NN,1
fwe,fwe nn,NN,0
fwew,fwew nn,NN,0
fwrd,fwrd nn,NN,0
fxv,fxv nn,NN,0
fyi,fyi nn,NN,0
g,g nn,NN,1
g ohms pi motor,g nn ohms md pi vb motor nn,NN MD VB NN,1
g reed,g nns reed vbp,NNS VBP,1
ga,ga nn,NN,0
gadus,gadus nn,NN,0
gage,gage nn,NN,0
gague,gague nn,NN,0
gain,gain nn,NN,1
gained,gained vbn,VBN,1
gained access,gained jj access nn,JJ NN,1
gained assess,gained vbn assess nn,VBN NN,1
gaining,gaining vbg,VBG,1
gal,gal nn,NN,1
gal of lube oil,gal nn of in_pos lube jj oil nn,NN IN JJ NN,1
galded,galded vbn,VBN,0
galled,galled vbn,VBN,1
galled male,galled vbn male nn,VBN NN,1
gallie,gallie nn,NN,0
galling,galling vbg,VBG,1
gallon,gallon nn,NN,1
gallons,gallons nns,NNS,1
gallons shell,gallons nns shell vbp,NNS VBP,1
gallons spm,gallons nns spm vbp,NNS VBP,0
galnds,galnds nns,NNS,0
galons,galons nns,NNS,0
gals,gals nns,NNS,1
galv,galv nn,NN,0
galv in di cage,galv nn in in_pos di jj cage nn,NN IN JJ NN,0
galvanic,galvanic nn,NN,1
galvanised,galvanised vbn,VBN,0
galvao,galvao nn,NN,0
galvão,galvão nn,NN,0
gama,gama nn,NN,0
gambhir,gambhir nn,NN,0
gamble,gamble nn,NN,1
gang,gang nn,NN,1
gantry,gantry nn,NN,1
gap,gap nn,NN,1
gap on bottom clamp,gap nn on in_pos bottom nn clamp nn,NN IN NN NN,1
gap on dead man,gap nn on in_pos dead jj man nn,NN IN JJ NN,1
gap on top clamp,gap nn on in_pos top jj clamp nn,NN IN JJ NN,1
gapped,gapped nns,NNS,0
gaps,gaps nns,NNS,1
gaps are,gaps nns are vbp,NNS VBP,1
gaps bottom,gaps nns bottom nn,NNS NN,1
gaps have,gaps nns have vbp,NNS VBP,1
gar,gar nn,NN,1
garry,garry nn,NN,0
garthered,garthered vbn,VBN,0
gas,gas nn,NN,1
gaset,gaset nn,NN,0
gask,gask nn,NN,0
gasked,gasked nns,NNS,0
gaskests,gaskests nns,NNS,0
gasket,gasket nn,NN,1
gasket for mud pump,gasket nn for in_pos mud nn pump nn,NN IN NN NN,1
gasket in good condition,gasket nn in in_pos good jj condition nn,NN IN JJ NN,1
gasket in mechanical workshop,gasket nn in in_pos mechanical jj workshop nn,NN IN JJ NN,1
gasket in mud pump,gasket nn in in_pos mud nn pump nn,NN IN NN NN,1
gasket on magnetic filter,gasket nn on in_pos magnetic jj filter nn,NN IN JJ NN,1
gasket on mud pump,gasket nn on in_pos mud nn pump nn,NN IN NN NN,1
gasket on same strainer,gasket nn on in_pos same jj strainer nn,NN IN JJ NN,1
gaskets,gaskets nns,NNS,1
gaskets aare,gaskets nns aare vbp,NNS VBP,0
gaskets are,gaskets nns are vbp,NNS VBP,1
gaskets etc,gaskets nns etc vbp,NNS VBP,1
gaskets have,gaskets nns have vbp,NNS VBP,1
gaskets leaks,gaskets nns leaks nns,NNS NNS,1
gaskets meet,gaskets nns meet vbp,NNS VBP,1
gaskets mp,gaskets nns mp vbp,NNS VBP,1
gate,gate nn,NN,1
gates,gates nns,NNS,1
gather,gather nn,NN,1
gathered,gathered vbn,VBN,1
gathered necessary,gathered vbn necessary jj,VBN JJ,1
gathered that,gathered vbn that in_pos,VBN IN,1
gathering,gathering nn,NN,1
gats,gats nns,NNS,1
gaug,gaug nn,NN,0
gauge,gauge nn,NN,1
gauge for impro air,gauge nn for in_pos impro jj air nn,NN IN JJ NN,0
gauge for proper operation,gauge nn for in_pos proper jj operation nn,NN IN JJ NN,1
gauge in good condition,gauge nn in in_pos good jj condition nn,NN IN JJ NN,1
gauge of mud pump,gauge nn of in_pos mud nn pump nn,NN IN NN NN,1
gauge on lube oil,gauge nn on in_pos lube jj oil nn,NN IN JJ NN,1
gauge on main iron,gauge nn on in_pos main jj iron nn,NN IN JJ NN,1
gauge on main st,gauge nn on in_pos main jj st nn,NN IN JJ NN,1
gauge on sheave see,gauge nn on in_pos sheave nn see nn,NN IN NN NN,1
gauged,gauged vbn,VBN,1
gauged as,gauged vbn as in_pos,VBN IN,1
gaugen,gaugen nn,NN,0
gauges,gauges nns,NNS,1
gauges ae,gauges nns ae vbp,NNS VBP,1
gauges alarm,gauges nns alarm vbp,NNS VBP,1
gauges are,gauges nns are vbp,NNS VBP,1
gauges aux,gauges nns aux vbp,NNS VBP,1
gauges filter,gauges nns filter vbp,NNS VBP,1
gauges have,gauges nns have vbp,NNS VBP,1
gauges look,gauges nns look vbp,NNS VBP,1
gauges lube,gauges nns lube vbp,NNS VBP,1
gauges match,gauges nns match vbp,NNS VBP,1
gauges mud,gauges nns mud vbp,NNS VBP,1
gauges need,gauges nns need vbp,NNS VBP,1
gauges none,gauges nns none nn,NNS NN,1
gauges note,gauges nns note vbp,NNS VBP,1
gauges ok,gauges nns ok vbp,NNS VBP,0
gauges okay,gauges nns okay vbp,NNS VBP,1
gauges plan,gauges nns plan vbp,NNS VBP,1
gauges pressure,gauges nns pressure nn,NNS NN,1
gauges prvs,gauges nns prvs vbp,NNS VBP,0
gauges register,gauges nns register vbp,NNS VBP,1
gauges rpm,gauges nns rpm vbp,NNS VBP,1
gauges spm,gauges nns spm vbp,NNS VBP,0
gauges vortex,gauges nns vortex vbp,NNS VBP,1
gauges work,gauges nns work vbp,NNS VBP,1
gaugesdone,gaugesdone nn,NN,0
gaugewear,gaugewear nn,NN,0
gauging,gauging vbg,VBG,1
gaulded,gaulded vbn,VBN,0
gaulding,gaulding vbg,VBG,0
gauling,gauling vbg,VBG,0
gaulling,gaulling vbg,VBG,0
gaurd,gaurd nn,NN,0
gaurding,gaurding vbg,VBG,0
gaurds,gaurds nns,NNS,0
gaurds are,gaurds nns are vbp,NNS VBP,0
gaurs,gaurs nns,NNS,1
gave,gave vbd,VBD,1
gave clearance,gave vbd clearance nn,VBD NN,1
gave pump,gave vbd pump nn,VBD NN,1
gave way,gave vbd way nn,VBD NN,1
gb,gb nn,NN,0
gclideaiaiqobchmiequeegivxyuychqreaayasaaegkkqfd,gclideaiaiqobchmiequeegivxyuychqreaayasaaegkkqfd nn,NN,0
gd,gd nn,NN,0
gdh,gdh nn,NN,0
gdh see,gdh nns see vbp,NNS VBP,0
ge,ge nn,NN,0
geabox,geabox nn,NN,0
gead,gead nn,NN,0
gear,gear nn,NN,1
gear box,gear nn box nn,NN NN,1
gear for proper oil,gear nn for in_pos proper jj oil nn,NN IN JJ NN,1
gear on aft side,gear nn on in_pos aft nns side nn,NN IN NNS NN,1
gearboc,gearboc nn,NN,0
gearbox,gearbox nn,NN,1
gearbox are,gearbox nn are vbp,NN VBP,1
gearbox brake,gearbox nns brake vbp,NNS VBP,1
gearbox for abnormal noise,gearbox nn for in_pos abnormal jj noise nn,NN IN JJ NN,1
gearbox for lube oil,gearbox nn for in_pos lube jj oil nn,NN IN JJ NN,1
gearbox in aux dwwks,gearbox nn in in_pos aux jj dwwks nn,NN IN JJ NN,0
gearbox on next analysis,gearbox nn on in_pos next jj analysis nn,NN IN JJ NN,1
gearboxdone,gearboxdone nn,NN,0
gearboxes,gearboxes nns,NNS,1
gearboxes are,gearboxes nns are vbp,NNS VBP,1
gearboxes edocs,gearboxes nns edocs vbp,NNS VBP,0
gearboxes have,gearboxes nns have vbp,NNS VBP,1
gearboxnot,gearboxnot nn,NN,0
gearboxrm,gearboxrm nn,NN,0
gearboxs,gearboxs nn,NN,0
gearcase,gearcase nn,NN,0
gearing,gearing vbg,VBG,1
gearoil at proper level,gearoil nn at in_pos proper jj level nn,NN IN JJ NN,0
gears,gears nns,NNS,1
gears appear,gears nns appear vbp,NNS VBP,1
gears are,gears nns are vbp,NNS VBP,1
gears s,gears nns s vbp,NNS VBP,1
gearschecked,gearschecked nns,NNS,0
gease,gease nn,NN,0
geased,geased vbn,VBN,0
geased unit,geased vbn unit nn,VBN NN,0
geb,geb nn,NN,0
gebb,gebb nn,NN,0
gebba,gebba nn,NN,0
geir,geir nn,NN,0
geirnygaardnovcom,geirnygaardnovcom nn,NN,0
gel,gel nn,NN,1
gels,gels nns,NNS,1
gen,gen nn,NN,1
genarly,genarly rb,RB,0
geneci,geneci nn,NN,0
general,general jj,JJ,1
generally,generally rb,RB,1
generaly in,generaly nn in in_pos,NN IN,0
generate,generate nn,NN,1
generated,generated vbn,VBN,1
generated at,generated vbn at in_pos,VBN IN,1
generated between,generated vbn between in_pos,VBN IN,1
generated by,generated vbn by in_pos,VBN IN,1
generated due,generated vbn due jj,VBN JJ,1
generated during,generated vbn during in_pos,VBN IN,1
generated for,generated vbn for in_pos,VBN IN,1
generated from,generated vbn from in_pos,VBN IN,1
generated history,generated vbn history nn,VBN NN,1
generated in,generated vbn in in_pos,VBN IN,1
generated on,generated vbn on in_pos,VBN IN,1
generated over,generated vbn over in_pos,VBN IN,1
generated pm,generated vbn pm nn,VBN NN,1
generated within,generated vbn within in_pos,VBN IN,1
generates,generates nns,NNS,1
generating,generating vbg,VBG,1
generator,generator nn,NN,1
generators,generators nns,NNS,1
generators crane,generators nns crane vbp,NNS VBP,1
generators spm,generators nns spm vbp,NNS VBP,0
genereal,genereal nn,NN,0
generic,generic nn,NN,1
generous,generous jj,JJ,1
genorated because,genorated vbn because in_pos,VBN IN,0
gentling,gentling vbg,VBG,1
gently,gently rb,RB,1
gents,gents nns,NNS,1
gents forward,gents nns forward rb,NNS RB,1
gents see,gents nns see vbp,NNS VBP,1
geo,geo nn,NN,0
geometry,geometry nn,NN,1
george,george nn,NN,0
geoservices,geoservices nns,NNS,0
geoservices mud,geoservices nns mud nn,NNS NN,0
gerbox,gerbox nn,NN,0
germany,germany nn,NN,0
get,get vb,VB,1
get changed,get vb changed vbn,VB VBN,1
get checked,get nn checked vbd,NN VBD,1
get damaged,get vb damaged vbn,VB VBN,1
get replaced,get nn replaced vbd,NN VBD,1
get saved,get nn saved vbd,NN VBD,1
gets,gets vbz,VBZ,1
gets chance,gets vbz chance nn,VBZ NN,1
getting,getting vbg,VBG,1
gev,gev nn,NN,0
gewaski,gewaski nn,NN,0
ggod,ggod nn,NN,0
gh,gh nn,NN,0
ghange,ghange nn,NN,0
gig,gig nn,NN,1
giga,giga nn,NN,0
gigohm,gigohm nn,NN,0
gigohmns,gigohmns nn,NN,0
gill,gill nn,NN,1
gillian,gillian nn,NN,0
gilmar,gilmar nn,NN,0
gimble,gimble jj,JJ,0
gining,gining vbg,VBG,0
girts,girts nns,NNS,1
giude,giude nn,NN,0
giuds,giuds nns,NNS,0
give,give vb,VB,1
given,given vbn,VBN,1
given at,given vbn at in_pos,VBN IN,1
given back,given vbn back rp,VBN RP,1
given by,given vbn by in_pos,VBN IN,1
given drive,given vbn drive nn,VBN NN,1
given except,given vbn except in_pos,VBN IN,1
given for,given vbn for in_pos,VBN IN,1
given from,given vbn from in_pos,VBN IN,1
given horizontal,given vbn horizontal jj,VBN JJ,1
given in,given vbn in in_pos,VBN IN,1
given node,given vbn node nns,VBN NNS,1
given nothing,given vbn nothing nn,VBN NN,1
given on,given vbn on in_pos,VBN IN,1
given only,given vbn only rb,VBN RB,1
given opportunity,given vbn opportunity nn,VBN NN,1
given rpm,given vbn rpm nns,VBN NNS,1
given signal,given vbn signal jj,VBN JJ,1
given simultaneously,given vbn simultaneously rb,VBN RB,1
given task,given vbn task nn,VBN NN,1
given time,given vbn time nn,VBN NN,1
given to close mw,given vbn to to_pos close vb mw nn,VBN TO VB NN,0
given until,given vbn until in_pos,VBN IN,1
