DocNO,id,SENTIMENT,SENTENCES
2.61E+17,493093859,positive,"#Pacers extend their biggest lead of the game with a Paul George jumper. Up 10 pts, 48-38, with 2:03 left 1st half!"
2.58E+17,15475451,neutral,"In NYC. Do I wanna see 5x Tony winner, Peter &amp; the Starcatcher or Paul Rudd on stage on Thurs?"
2.64E+17,779162534,negative,"@bigwidu @danapixie We're not sure if Pottstown is having Halloween. Borough Hall phone is out of order. Nearby Limerick, PA having it Fri."
2.62E+17,792641010,positive,"Rum Chata hot chocolate, Thin Mints, and Netflix. This is how you do Saturday night. http://t.co/wnN1lV3r"
2.05E+17,20610648,negative,"God he's a daft thing! He (Merlin) is not very bright sometimes! She (Circe) apparently sat there washing her paws, ignoring him! #girls"
2.53E+17,470747187,neutral,#MiddleSchoolMemories when I went to marana for the last 2 months of 8th grade I got sent to ISS everyday.
2.43E+17,423674111,positive,So glad I'm not going back to Woodlands tomorrow! Looking forward to Joseph Wright!
2.63E+17,25120151,neutral,@Jaxicandy not that far yet but would prob start the 1st night of the Roxy
2.58E+17,443001054,positive,@jill_kolencik3 alright my friend @nknight11 saw this hot blonde Alex girl from Chardon at the game Friday. And he wants to know who it is.
2.13E+17,88840456,positive,WOW ! Just found out that Jeff Timmons will come to Malaysia on 16 Oct for a week &amp; his wedding ceremony will be held on the 21st in KL!! xx
2.64E+17,30722403,negative,If got a pimple the size of Jupiter's 12th moon on my forehead! FML!
2.60E+17,629637347,neutral,What will happen to #PortChuck if Port Charles voters vote to change the name of the city to Port Pine View on the Nov 6th referendum?
2.59E+17,182711240,positive,There is still time to register AND find your red dress for tomorrow's Rampage!  Get on it! http://t.co/r6sqDyYX
2.28E+17,27935227,neutral,The Disco Balls are being polished...are you ready!?! This Thursday Night! Join us at the Adrienne Arsht Center... http://t.co/ahrAVMu0
2.64E+17,171407888,negative,"Mommy said I HAVE to go to Maxwell Monday , lmfaoooo the fuck I don't"
1.95E+17,447646262,neutral,"30 free tickets to watch Saigon Heat vs Singapore Slingers in Singapore,4pm Apr 29 for the first 30 fans email to Community@saigonheat.com"
2.54E+17,48564820,neutral,Jason Vernau Live @SurfComber March 16 th 2012 Miami WMC Pool Party with Robbie Rivera &amp; Friends by @DJjasonVernau http://t.co/RR8lblAN
2.63E+17,735753764,neutral,"STAR's office hours are in SCC room 324 Sunday and Monday: 1-8pm, Tuesday-Thursday 1-9pm Come talk to us about anything!"
2.59E+17,56795894,positive,@WillisCorto Ferry Corsten at Digital tomorrow. Let's go and rave it up. #punk #yardofcocktail #liquid
2.62E+17,34104640,positive,So excited for these upcoming shows! Its time to get HALLOWEIRD!   10/27(TOMORROW NIGHT) @ the Fox Theatre w/... http://t.co/idWbDyLf
2.46E+17,355721826,negative,1st time I bring my phone to Harold Washington &amp; it goes off! :/
2.53E+17,26572941,neutral,"In her hands-on workshop session at the 11th International Cloud Expo, Diane Mueller, the Cloud Evangelist for A... http://t.co/I6Eirg8S"
2.63E+17,47251363,neutral,"Hey #RedArmy, vote for your @PerthWildcats to be part of the All-Star game on December 22! Go the South! http://t.co/MkZtKTHx"
2.60E+17,15348564,neutral,Doing two keynotes in #KC tomorrow http://t.co/mavkgxNt . Goint to #NASCAR today.  I want to see if I can sit shotgun with Danica Patrick.
2.63E+17,18290114,positive,@BerniePleskoff no problem. Are you going to be at the Rising Stars game on Saturday?
2.63E+17,712675231,neutral,"has ny budy have idea about at when we will receive study material for the BCA 2nd year for which the exam will held in December, pls advise"
2.62E+17,465114198,positive,#Trayvon My daily tweet (10-27) in memory of Trayvon Martin - killed 245 days ago ~May you Rest in Peace~ (We must never forget you.)
2.06E+17,265368547,positive,i'm going to watch Eurosong! Croatia is 10th ;) so VOTE FOR CROATIA!!!
2.57E+17,21895603,positive,http://t.co/oTLL3Log  Any Joey fans that want a cover for all NNS wins may take this.
2.58E+17,77681926,negative,Yall niggas must have a different version of Taylor Allderdice. I'm on the 3rd track and already wanna turn this shit off again
2.64E+17,20082077,positive,"The Lorax paid us a surprise visit, checking the place out for Saturday. Come meet him 11/3 from 10-2! http://t.co/JJIicH4D"
2.64E+17,622175549,neutral,@zurr08 will you be joking the naugles to be for dinner on Saturday night at Olive Garden for Kayla jos b-day...
2.50E+17,450045748,positive,Happy Monday! Stop by Volare tonight for ROASTED DUCK!  HALF ROASTED CRISPY DUCK SERVED with BABY SPINACH and... http://t.co/sbOZD3mo
2.45E+17,465114198,neutral,#Trayvon My daily tweet (9-09) in memory of Trayvon Martin- killed 197 days ago. ~May you Rest in Peace~ (Praying and hoping for the family)
2.60E+17,415962229,neutral,@j_breitenbach Oh c'mon. Theres like two whole weeks between the SuperBowl and the Daytona 500. That's all the quality time I have to offer.
2.36E+17,16898959,positive,Excited for @mollyorangette and @delanceyseattle opening Essex tonight! Any bar with homemade Thin Mints is my favorite http://t.co/V7UEK0JE
2.62E+17,265301982,positive,Sat in a boozer in Bethnal Green listening to the DJ play @IamFakeBlood  - I think I like it at about 138bpm.
2.53E+17,21871219,negative,"You may find this hard to believe, but Viola Davis was a troublemaker back in the day. See... http://t.co/unnOenui http://t.co/CGsL41nX"
2.57E+17,274131441,neutral,Queen's Brian May says Freddie Mercury Biopic is on the way. Sacha Baron Cohen will play the role of Mercury. http://t.co/gn1pRFyt via @nme
2.57E+17,68604529,neutral,Tune into @NASCARESPN for live coverage of tonight's NNS race. @KevinHarvick starts 5th in the 200-lap event. #NASCAR
2.63E+17,20245695,negative,4th floor Cypress you don't half see some funny looking dress sense #Spanish
1.97E+17,515247513,negative,Giants 3rd-round pick failed drug test at NFL Combine: Jayron Holsey knew it would hurt him bec... http://t.co/PZPzx0Dv #newyork #sports
2.64E+17,560429659,neutral,"@tsharklv 1st up, obama on that poster with that caption??? Trayvon had parents just like dad on the right. Like they don't grieve?"
1.96E+17,40790105,neutral,Potential upset alert: The Wichita Wild only trail the Allen Wranglers  27-33 with 2:33 left in the 3rd quarter.
2.63E+17,528892281,positive,My moms under the hilarious impression that I'm spending my saturday loading &amp; unloading furniture from trailers in natchitoches
2.62E+17,132907762,negative,"Police fear ivan Leach, also known as Lee Cyrus carried out a very serious sexual assault in Tayside, Scotland, since he absconded on Oct 9"
2.64E+17,421158343,positive,Imagine Danica and Danielle meeting @justinbieber on Friday and the feeling you get to say that you helped out. #amazing #JBMeetDanica
2.44E+17,114853903,neutral,"@keltron76 Your helicopter may be wicked, but your Billy Crystal is gonna be the http://t.co/3YMIJe4C #going2Bgreat"
2.60E+17,478696134,neutral,uploading random pics! Lol this is me last Sunday at a show at the Adrienne Arsht Center! http://t.co/LeuEqikT
2.17E+17,408162626,positive,It's Monday Night Football Wrangler Nation!  Game time 7:05pm vs. the Wichita Wild!  Get your tickets now to cheer... http://t.co/ZNiOvK7o
2.60E+17,330681657,positive,Celebrity Saturday ! This is great tea good have around especially if you are going to be at the Oscars http://t.co/eh1B7VOZ
2.64E+17,325583692,positive,We're excited for TRUNK OR TREAT tomorrow (Nov 2) night at the Boys and Girls Club in Pottstown. It will start at... http://t.co/63Gffmd5
2.60E+17,587359191,positive,"I can't wait for the Sunderland vs Newcastle, 3rd best Derby in England, after Manchester and North London Derby. I'd prefer a Newcastle win"
2.64E+17,64421894,positive,"@jamiekilstein you competing in LA? I'm playing a show in LA with AR on Friday night! Come hang out! We are at ""on the rox"" above the Roxy!"
2.64E+17,62532802,negative,don't want to depress rl folk but daily mail reporting 82k sellout for eng v fiji at twickers on sat week. broader vision or deeper pockets?
1.70E+17,230503614,positive,"i want to be here  ""THE GREATEST HITS TOUR - BLUE, JEFF TIMMONS OF 98 DEGREES,A1"" on Feb 25... :|"
2.64E+17,14759359,negative,"Not here in the East:( though...Moon, Jupiter, Capella light up evening sky on November 1 | Tonight | EarthSky http://t.co/Hv7KPxpa"
2.58E+17,329836462,positive,@Daisyyloera okay but you need to go to Berkmar so we can see each other everyday and it could be like 7th grade.
2.60E+17,406379845,positive,"Alan Pardew comparing Colloccini to Bobby Moore is like comparing wanking to sex, everybody knows that the 2nd choices are 10x better"
2.64E+17,29800791,positive,"in Mommy's phone want her to have a Happy Birthday. You may reference it as ""Happy Birthday LadyBug"" if you like, one of her many nicknames."
2.64E+17,558877470,neutral,"Bright moonlight later may hamper auroral observations, but Jupiter and the Moon are very close tonight."
2.64E+17,148620520,positive,"Looking fwd to my 14s first hit out against DV tonight. Derby tmrw, rest Sunday, birthday Monday. I can smell you long weekend it's so good"
1.96E+17,100392307,neutral,"Tomorrow shift is at 11:30 AM to 08:30 PM . After work , i'm going to H&M for awhile . And , is it still open ?"
2.61E+17,322293778,neutral,who's going to Zimmerman on Saturday?
2.64E+17,285917482,neutral,envy everyone going to the Big Bang shows tomorrow and Saturday. ;_;
2.64E+17,352834288,positive,Glad im going to Greenville tomorrow night tho
1.95E+17,519648009,neutral,im only a few months away from leaving 8th grade and i alrady know wat university im going to to   Its going to be the University of Denver
2.60E+17,341854028,neutral,So I haven't seen this friend since 7th grade and I just found out she's in the Covina band! They go to Utah!
2.49E+17,224998049,neutral,Can you all send Get well soon messages to Tressa she is the co-owner and she broke her leg and tomorrow is her Birthday
2.56E+17,794311686,neutral,"@ptmediaweb We many not to get watch any NHL games, but we can watch Evgeni Malkin and Alex Ovechkin in the KHL!  http://t.co/U1OfH9ek"
1.73E+17,104759075,positive,MayorOfLondon: Join in tomorrow at the exciting London Children's Book Swap events for families who love to read #LD... http://t.co/3ecIwZpd
2.64E+17,63510915,positive,@SkinnyZ0mbie   Maby cuz u are sooo good at bowling and they are now scared from u :p  They got sick from u taking the 1st place everytime
2.57E+17,15081539,neutral,@Nonagon7 I think the tapes are March/April while Soundwave is Dec
2.57E+17,78507578,positive,@dhonts7: Great to be 1st game on a Sunday..I get to watch my fave show on tv..Sarah G live Magical Night with Sarah G.
2.44E+17,539651158,neutral,8th Day on a flight to university of Denver!! Check out who is in the seat near the band!! They call him Milton. http://t.co/vlPdWPRQ
2.59E+17,89604232,neutral,CBS2-A clip of the beautiful Viola Davis...guest on tomorrow's @TheTalk_CBS. Watch at five! #thetalk
2.49E+17,219530241,neutral,@CattleyaNectar yep. Turner house room 456 on the 4th floor
2.53E+17,98772178,neutral,Nipsey hussle and dom Kennedy this sat @ShesRuthless you down?
2.56E+17,121244566,negative,ABC: Ricky Ponting and Luke Butterworth made Wednesday a tough day at the office for South Australia in their Sh... http://t.co/V4utMguI
2.53E+17,15504287,negative,"I never watch the Oscars, but with Seth MacFarlane hosting, I may have to actively campaign to get other people to not watch them either."
2.39E+17,122887563,negative,"@KyleGeller10 @flybirds27 they were in 10th place and the hadn't acquired Jeff carter yet, so not quite."
2.59E+17,846321830,neutral,DealBook: Clearwire Is Sought by Sprint for Spectrum: Sprint disclosed on Thursday that it had offered to buy a ... http://t.co/9tz27aLu
2.58E+17,103433486,neutral,@MattJonesCBB will KY play in Rupp for the 2 and 3rd rounds of the tournament.  Plz reply
2.19E+17,393521084,neutral,@TCFever and Wichita Wild still tied 14-14 at the end of the 1st quarter. @KAPPKVEW
2.46E+17,95785326,positive,Are you all ready for Roger Sanchez this Friday at HQ Nightclub!!! HMU at 609-335-3062 for table reservations and details!!!!
2.47E+17,287179088,neutral,@pabsty27 Member Monday for Prelim v Crows from 9am-9pm tomorrow through Ticketek. 4 tickets per barcode with max of 8 in a transaction
2.64E+17,271259230,neutral,My tv just told me to go out tonight and be social and stay in tomorrow and have Olive Garden. Mhmm.
2.64E+17,765010741,positive,#HappyBirthdayKendallSchmidt Hopefully tomorrow we can also get #BTRonPCAs trending! For Big Time Rush! BTR deserves it!
2.63E+17,351384299,positive,Sun flower seeds are just to delicious
2.24E+17,80273474,positive,The Donkey Show - Friday the 13th is an exciting day for the Adrienne Arsht Center of the Performing Arts in... http://t.co/bBWutUD0
2.33E+17,46283556,positive,SPECIAL Conference Call tomorrow the 7th at 7:30 PST - 10:30 EST Featuring Doug Wead! Doug is going to give us a... http://t.co/TZf81PDW
2.62E+17,570404627,positive,"On Sunday please watch Sarah G Live, one of Myrtle`s dream will come true - together with Melai, Myrtle will having a song number with sarah"
2.63E+17,43417590,negative,"Keith Richards means nothing to Monday night and is awful, cant we all just forgive Hank Jr!?!"
2.49E+17,186933571,negative,Great...we had tickets to see the PREDS on the 29th &amp; now the games have been cancelled. #NHLlockout
2.57E+17,20213995,positive,Come join in all the fun at The Great Pumpkin Hunt at Rosedale Gardens this Saturday!
2.38E+17,514811952,neutral,This Saturday!  Come see what it's like to train for the NFL Combine at Body Space Fitness.  Click the link below... http://t.co/kpT4Ltxm
2.64E+17,43850462,neutral,The show on Sunday is at the House Of Blues in Cleveland. The photo was taken at Water Street Music Hall in Rochester :/ #HappyHalloween
2.56E+17,445484760,negative,"@TheeeoP yeh looked sick, ahhh that's probably a no :( wont't get back from Soundwave fest in Croatia til the 25th!"
1.96E+17,360300704,neutral,FM Preview: Derby County v Peterborough United 28 Apr 2012 - FootyMad attempt to assist you with their form guide as... http://t.co/qvB1WUeQ
2.37E+17,326557885,neutral,"@blakemeacake15 don't eat until friday between the hours of 5-10 and go to ricks cafe in randolph to get food, ya dig?"
2.63E+17,875927905,neutral,"Kevin Bacon, Paul Rudd and 8 Other Stars to Appear in Friday the 13th or Halloween Movies: Guess which famous fa... http://t.co/81v8C6Pp"
2.51E+17,339121177,neutral,May or may not be in the same building as viola Davis right now #nbd
2.64E+17,561245153,neutral,The Women's Volleyball team will be playing in the Semi-Final Playoff game tomorrow at 7pm against Johnson and Wales University.
2.61E+17,54423384,positive,Fucking stoked to hang out with my girl Thalia tomorrow night. Haven't seen her in ages.
2.60E+17,600894228,positive,'Really good day' as Danica Patrick finishes 10th at Kansas Nationwide race - NASCAR News | FOX Sports on MSN... http://t.co/wlmXrhFu
2.64E+17,552212935,neutral,Asap....come to my house tomorrow and entertain me instead of everyone else going to the concert.
2.24E+17,30468098,neutral,Damn Rivergate Skate Center used 2 b the spot to b on Friday the 13th.
2.57E+17,191245488,neutral,Ferry Corsten at Space tonight ahhhhhhhhhh think I may just have to go for one after work ;)
2.63E+17,42902297,negative,"Forget the garlic, the soup is DISGUSTING! Thanks for nothing, Saturday Kitchen."
2.44E+17,35916600,positive,"There are still spots available for ""Happiest Baby on the Block"" this Sunday! http://t.co/wMu6BVyz"
2.14E+17,21480871,neutral,"@JenStevensDub golf is the Camilla Parker Bowles in our relationship. And yes, two!! U heard I'm going freelance? 1st order of business!"
2.10E+17,519697287,positive,LIPA 4:19 http://t.co/tAjnLOaV beat the bad weather join us for our taster sessions wed and thurs at Joseph wright centre
2.59E+17,126053673,positive,I'm happy my 1st showing is at 3pm today... Ritz Carlton... Let's sell it! #TomiRoseTeam
2.61E+17,344412167,positive,"@PatMessenger great choices!!! I went to Olympic park too, but if you're just there for the weekend, that may be pushin it!"
2.64E+17,867298830,positive,@SCRWD Thank you. Now I just need to ace the theoretical midterm tomorrow.
2.24E+17,571871716,neutral,Petrolia art in the Park is tomorrow and Saturday!  We will be set up in front of Mercantile Co.  on Petrolia Line across from the park!
2.64E+17,343171541,negative,@RFelich if you're tryna go north on Iowa there's a bad accident down by 6th street...
2.49E+17,259060761,positive,"Tomorrow is the deciding factor for the University of Denver, excited to see what it's like from a student's perspective"
2.59E+17,36702301,neutral,Nas takes over the London O2 Arena on 19/03/2013! Pre-sale tickets available here - http://t.co/DMNnwiTW Pre-Sale ends tomorrow!
2.58E+17,277757103,neutral,"@PeterVecsey1 Millsap, Al... Favors is getting there and Kanter will.  Is Jeremy Evans your 5th? Idk about that. If Evans is legit, I think"
2.62E+17,780123457,neutral,"And kris' airport runaway x3 ""@RLAdeer: tomorrow exo m will go to nanjing.. yeah! I'll see luhan's hair.. is it true that his hair now is bl"
2.61E+17,181868074,positive,"Our 3rd winner who's won himself an exciting couple invite for the #DivasofRock at Vivanta by Taj - Blue Diamond, Pune is @patnisiddharth !"
2.52E+17,326173340,positive,"- Grassroots racing at its best returns to Marana on Saturday, October 27, at the Gladden Farms 10K an http://t.co/czsOxWoQ"
2.64E+17,459204533,neutral,"Review : black friday 2012 Maxxima MLN-10 LED Night Light with Sensor (Pack of 4):  Find, shop, See Reviews , bu... http://t.co/DoAsWNU4"
2.60E+17,345903034,neutral,'Edgar Davids pulled on his boots to lead bottom of League 2 Barnet to their first win of the season on Friday night' http://t.co/UI0yb8aG
2.60E+17,92567067,positive,@LAALVEZZ I'm bringing you a play to read on Monday. YOU'LL READ IT AND LOVE IT. And Meryl Streep is going to be in the movie adaptation.
2.58E+17,395299381,neutral,"Economic TimesWashing hands will keep the doctor awayDAWN.comISLAMABAD, Oct 15: The World Bank's Strategic Environmental Assessment r..."
1.96E+17,179275905,positive,Tracking Texas A&M Football Players in the 2012 NFL Draft: Texas A&M may have the biggest surprise of the 2012 N... http://t.co/hanlQbrh
2.64E+17,296826114,positive,"Mommy brought me some red velvet cupcakes! And im gonna play football tomorrow morning with daddy, bella, and jarvey! Yayy family."
2.64E+17,345869412,negative,"@3Sugar2Ray1: bro ""This nigga said Zimmerman was charge with a 2nd degree murder. Who he kill the 1st time?"" Lol"
2.64E+17,358270494,neutral,Also...Sun Belt barn burner on the U...MTSU just took a kick to the house to go up 34-27 on Western Kentucky @RmJackson13 #MTSU
2.58E+17,165830856,neutral,@Ritchie_Warden9  @TheWebbCup 8th as im going to eng v nz at twickers on the 1st
2.64E+17,627099060,positive,"@ClAmAtaDOrE Just like the sun and the stars and the sea ,true love will go on through eternity.Sweetheart you are my super star.Kisses,Star"
2.56E+17,20817175,neutral,"I regularly drink THWAITES Best at the Welly on a Monday. Nectar.  In The Fox @ Twickers, utter shite."
2.21E+17,197184541,positive,@ForeverBayBay: Just watched the Pursuit of Happiness for the 1st time. I love it. Good Deeds by tyler perry is the girl version
1.00E+17,15486118,positive,Wow!! Lady Gaga is actually at the Britney Spears Femme Fatale Concert tonight!!! She still listens to her music!!!! WOW!!!
1.08E+17,14083693,positive,Mail in a lather over C4's scheduling of Four Lions to coincide with 10th anniversary of 9/11. Too good a film for stunt scheduling I think.
1.10E+17,74970409,positive,Really enjoyed PJ Harvey tonight - contrary to expectations. Even the black feather head-dress wasn't too OTT.
1.01E+17,278055468,positive,My dad just told me he really wants to go see Final Destination 5 on Friday. Wow.. #wasntexpectingthat
1.02E+17,96235413,positive,"+1 RT @FoodPrincess Wonderful  company and gr8 food in Chinatown last night with tour guide @ziggysmogdust , @jaypfrancis & Irene"
1.09E+17,73204959,positive,"@_Ms_R have you watched Four Lions? Saw it again last night, love it. Fuck mini Babybels!"
1.00E+17,16475834,positive,@ChadLindberg dude you definitely need to get a part in True Blood. We had pole dancers again this year at the uk convention party tonight
9.33E+16,230752398,neutral,Watch Latoya tonight on Dr Drew 8:00pm central time! What she thinks should happen to Conrad Murray!!!!
1.03E+17,50357085,negative,"I officialy hate Windows 7, it just sucks on my laptop. Back to XP tomorrow! (and also a huge delay for the movie again :/, was so close!)"
1.00E+17,26452984,negative,"RT @ChadFu: Final Destination 5? Pretty sure ""final"" means the last one...not the 5th one."
1.06E+17,20345118,positive,Got email saying my copy of Deus Ex is on it's way. If it arrives tomorrow I will literally stay up all night playing it. No joke.
1.09E+17,17732891,positive,Just seen that Four Lions is on C4 on Sunday night for anyone who hasn't seen it yet. So proud of my big brother; the associate producer :)
1.12E+17,20034203,neutral,"RT @pinkysibbs: RT @pinkysibbs: I've got one ticket to the Michael Jackson tribute gig for sale on Oct 8th dm me for details,please RT!"
1.13E+17,39973709,negative,"RT @tash_jade: That's really sad, Charlie RT ""Until tonight I never realised how fucked up I was"" - Charlie Sheen #sheenroast"
1.00E+17,155997995,positive,"RT @barcastuff: Alexis Sanchez: ""Of course I'd like to play already on Sunday against Real Madrid. It's true I wanted to join in the US. ..."
1.03E+17,132506556,positive,Tomorrow is the ELVIS EXTRAVAGANZA! Tune in to 97.1FM at 11am for all the Elvis Presley you can handle.  It's gonna be rockin'.
1.11E+17,34626959,negative,Listening to Amy and Lucien's attempts at 'communication' on last night's Big Brother ... I fear for the future of mankind sometimes.
1.02E+17,82648480,neutral,@kris_ten1186 we are just preparing for #iOS5 when Steve Jobs has us tweet everything! I hope you enjoy your day today! See you tomorrow!
1.03E+17,59770385,neutral,"RT @quizderek: Elvis Presley's 34th death anniversary is on Aug 16. Shammi Kapoor, the man they often called India's Elvis Presley"
1.00E+17,88332945,positive,"RT @deltaupsilon: Boise State, Chattanooga, Embry-Riddle and Virginia Tech receive their charters tonight, congrats and welcome gentleme ..."
1.02E+17,159385828,neutral,The raiders play the cardinals today let's see how they start off pre-season. Last yr they were weak AF
1.08E+17,267443768,negative,If Anderson Silva doesnt win tonight Yushin Okami wont make it out of Brazil alive @ufc
1.01E+17,337820530,positive,Ahhhh! Loving this new IC Champion! Wish I could see it happen this Friday. ): Crossing my fingers that he has a match at Summerslam!
1.03E+17,17141133,negative,"Nurgh, there's a stack of new MTA's that need to be dealt with but I just can't be dealing with the crappy new URL thing today D:"
1.00E+17,58160183,negative,looking at the temp outside....hpw did it get hotter as the sun goes down???? Feel like i'm in Vegas just adding humidity
1.03E+17,40560097,positive,Can't wait for September 6th the new season of Sons of Anarchy starts woo hoo :-)
1.04E+17,14414855,positive,"Six good reviews for the new Deus Ex. I'm going to pre-order it today, I've seen enough coverage to know it's going to be worth a look."
1.03E+17,47171512,positive,"Tomorrow is the 34th anniversary of Elvis Presley's death. I love you, rest in peace."
1.12E+17,185023213,negative,Terrible tragedy today in Russia with the loss of a great KHL team and an NHL great in Pavol Demitra
1.00E+17,302005731,positive,@1andOnlyWalshy 2nd goal Barcelona would be proud of. Cleverly isnt the future he's the present. Sneijder coming soon... RT please :)
1.05E+17,24651255,negative,"Why horrible why does the Rugby World Cup have to be here in October? I'm gonna be battling my bday, Soul Punk and people running in circles"
1.02E+17,274678116,negative,I can't believe Aaron Carter is coming out with his 4th album Tha Carter IV
1.12E+17,105805842,positive,"Almost forgot about Celebrity Juice tonight, oh my. What time is it on at guys?"
1.09E+17,160776483,positive,DRY by PJ Harvey is a brilliant record. I listened to the whole thing yesterday on a break from editing. #filmmaking http://t.co/SJAAmVJ
1.12E+17,42046923,neutral,"A quote from 23 Yrs. ago today -- ""Republicans understand the importance of bondage between parent & child.""......man, I miss Dan Quayle."
1.00E+17,21717951,negative,@PGATOUR Tiger Woods is awful. Luckily for him his terrible golf is only going to be seen on TGC today and not CBS - where everyone can see.
1.00E+17,195951022,positive,@Davidheartbreak WWOOO fasho! u know i gotchu! ima c u in vegas on the 21st blud!
1.11E+17,93874882,positive,"Day 3 in the Big Brother house and it's Ingleton Waterfalls trail today, promises some amazing scenery!"
1.00E+17,57756665,positive,"Cant wait to rock ""Apologize"" by One Republic  & ""Jesus Freak"" by DC Talk tonight      gettin redy to rock Sasabo, Japan"
1.13E+17,80270548,neutral,@samvescovi @Darrenvescovi What are two doing for the Steelers game tomorrow?
1.09E+17,20954885,negative,Boehner wants president to change speech to Thurs instead of going against #GOP2012 debate. What? Same time as Packers-Saints #NFL opener?!?
1.00E+17,35952250,neutral,"excuse me while i spend my last saturday of the summer making cds, watching netflix, and chillin in the woman cave #legit #crazy #woah"
1.09E+17,23159696,negative,"RT @danspeerin: Really hoping tonite Lloyd Robertson will ask us to goto the window and yell ""I'm mad as hell and I'm not going to take  ..."
1.13E+17,219913533,negative,"DTN USA: Charlie Sheen's 'winning' ways get roasted: He may have looked like he was ""winning,"" but actor C... http://t.co/U9qioaI"
1.03E+17,46436706,negative,I would be surprised if Tha Carter IV was anything greater than shit...hope I'm proved wrong but the 1st 3 singles are doo doo
1.01E+17,14354316,neutral,Just realized Facebook is using Bing Maps now.. http://t.co/A6EePGh  I guess it makes sense given that they're partly owned by Microsoft.
1.13E+17,98465700,positive,Can't wait to see my Ravens beat the Steelers tomorrow.
1.01E+17,120479657,neutral,"RT @princeofgotham: @Lagana @JohnAsHimself either of you LA guys going to Summerslam on Sunday? I'll be around, but not at the show."
1.09E+17,37107660,negative,"Boehner tells Obama that sorry, the House is all booked up for Sept 7, maybe you can come another day... http://j.mp/qaXCPV"
1.11E+17,17421818,positive,RT @DustinWStout: Today has been an AWESOME day! One of the Google engineers posted a tutorial video from our http://t.co/XAfSJqO site!  ...
1.03E+17,138387125,negative,Gavin Henson looks set to miss the Rugby World Cup after dislocating a bone in his right wrist yesterday
1.13E+17,228628624,positive,Tomorrow is gonna be like the Super Bowl for the Ravens vs. Steelers game
1.00E+17,48260635,positive,Netflix?? RT @Pink_Dagger: I'm watching the ORIGINAL X-Men cartoons I used to watch on Saturday Mornings....#throwback #iamhappyagain
1.00E+17,37065908,neutral,I'm bout to just listen to nicki minaj all night
1.01E+17,68885138,neutral,RT @RAIDERS: The Raiders are on the field for their Tueday afternoon practice as they get ready to face Arizona Thursday night in Oakland.
1.09E+17,199839546,positive,Just pre-ordered the Droid Bionic. Pick up from the Verizon store next Friday! :-) (@ Brevard NC) http://t.co/q96jCgo
1.06E+17,101247076,neutral,#UFC @JesseSeedath Yushin Okami isn't just Anderson Silva's opponent Saturday night - he's the only... - http://t.co/pRafGi5
9.69E+16,19400611,negative,Once again Democrats spent all night and this morning trying to talk down the stock market...whatever happens there can be no blank check!
1.00E+17,275096940,positive,"Yayyy!!! RT : @coupleBOOBS: Nicki Minaj - Pink Friday, up 15 places, to #16 on the Official UK Top 40 :) http://t.co/zFJnqER"
1.07E+17,23570909,positive,It's a stretch but I'm picking Yushin Okami tomorrow. Think Anderson's athletic prime has passed and Okami's cashing in at the right time.
1.07E+17,53237230,positive,@CaramelBonitaa yeah I no but on the bright side I just got a letter from Boise State yesterday :)
1.03E+17,27938870,positive,Sons of Anarchy may be one of the greatest shows on tv right now. Thanks @JamCompadre and Netflix
1.01E+17,215367707,neutral,Morrison and Truth tonight? I thought that match would be at Summerslam. Oh well. #Raw
1.02E+17,212320295,positive,@iansomerhalder @paulwesley @ninadobrev you know what? Vampire Diaries starts in Germany on monday! I can't wait!
1.00E+17,16210489,positive,Great game...tremendous way to start the season. Bring it on and next Sunday Real Madrid v Barcelona.
1.01E+17,63110938,neutral,I hope there's people like the Inbetweeners at 6th form.
1.00E+17,25982432,negative,League? RT @JovinhoMorales: I just found that Barcelona and Real Madrid are playing on Sunday... I need sleeping pills...
1.00E+17,15010061,positive,"Saturday night = NetFlix, my girl, and the internets.  What more does a guy need?"
1.04E+17,108621190,positive,RT @infinitesadd: Deus Ex exclusive hands on article going up tonight.  Fucking love you twitter followers.
9.12E+16,138930681,positive,"All of the ""real"" Democrats won their respective races & will move on 2 face the 6 recalled Republican state senators on August 9 #YesWeCan"
1.00E+17,72724061,positive,Going to see Rise of the Planet of the Apes tonight...oh yeah.
1.06E+17,101247076,neutral,#UFC @JesseSeedath Yushin Okami isn't just Anderson Silva's opponent Saturday night - he's the only... - http://t.co/pRafGi5
1.00E+17,46582425,negative,Eww Lady GaGa is at The Femme Fatale Tour tonight. Don't be surprised if you see GaGa using Britney's props on her next tour lol
1.11E+17,356752859,negative,i'm really sad about Michael Jackson today.
1.11E+17,32691114,positive,Hope Pj Harvey takes home the mercury tonight! Great record!
1.12E+17,232376395,positive,@Kareembynature LOOOL errr.. I'll have to it watch it today (was watching Celebrity Juice last night)
1.00E+17,280976916,negative,Tomorrow I'm coming back from Barcelona...I don't want! :(((
1.02E+17,43306454,positive,"@lilkrm Steve Jobs' silky mouthed fellatio is akin to the bliss of my iPhone each and every morning. HAIL TO THE KING, BABY!"
1.01E+17,163826804,positive,"August 17th RT @graceellisxo: Can't wait to see the Inbetweeners movie, Will has to be my favourite! When's it out ?"
1.00E+17,23096449,positive,"Boise State, Chattanooga, Embry-Riddle and Virginia Tech receive their charters tonight, congrats and welcome gentlemen! #duli11"
1.01E+17,68432602,positive,I would love to watch Vampire Diaries tonight :) and some Heroes! Great combination
