phrases,tagged_phrases,dummy_labels,POS_TAGS_OF_PHRASE
during normal operation,during in_pos normal jj operation nn,1,<IN><JJ><NN>
during operation,during in_pos operation nn,1,<IN><NN>
during pms,during in_pos pms nn,1,<IN><NN>
during recent run,during in_pos recent jj run nn,1,<IN><JJ><NN>
during run,during in_pos run nn,1,<IN><NN>
dust,dust nn,1,<NN>
e,e nn,1,<NN>
ea new,ea rb new jj,1,<RB><JJ>
each bearing,each dt bearing nn,1,<DT><NN>
each bearings,each dt bearings nns,1,<DT><NNS>
each blower,each dt blower nn,1,<DT><NN>
each condition,each dt condition nn,1,<DT><NN>
each failed,each dt failed vbd,1,<DT><VBD>
each heater,each dt heater nn,1,<DT><NN>
each job,each dt job nn,1,<DT><NN>
each motor,each dt motor nn,1,<DT><NN>
each other,each dt other jj,1,<DT><JJ>
each phase,each dt phase nn,1,<DT><NN>
each pump,each dt pump nn,1,<DT><NN>
each shot,each dt shot nn,1,<DT><NN>
each side,each dt side nn,1,<DT><NN>
earth,earth nn,1,<NN>
earthing,earthing vbg,1,<VBG>
earths,earths nns,1,<NNS>
eath,eath nn,1,<NN>
edocs,edocs nn,1,<NN>
eex,eex nn,1,<NN>
efficiency,efficiency nn,1,<NN>
effort,effort nn,1,<NN>
egress,egress nn,1,<NN>
eh,eh nn,1,<NN>
eic,eic nn,1,<NN>
eiso,eiso nn,1,<NN>
either motor,either dt motor nn,1,<DT><NN>
elected,elected vbn,1,<VBN>
electricain,electricain nn,1,<NN>
electrical,electrical jj,1,<JJ>
electrician,electrician jj,1,<JJ>
electricians,electricians nns,1,<NNS>
electrocleaner,electrocleaner nn,1,<NN>
electronic,electronic jj,1,<JJ>
element,element nn,1,<NN>
elements,elements nns,1,<NNS>
eltech,eltech nn,1,<NN>
email,email nn,1,<NN>
emergency,emergency nn,1,<NN>
enclosure,enclosure nn,1,<NN>
enclosures,enclosures nns,1,<NNS>
encoder,encoder nn,1,<NN>
encoders,encoders nns,1,<NNS>
end,end nn,1,<NN>
ended,ended vbn,1,<VBN>
ending,ending vbg,1,<VBG>
ends,ends nns,1,<NNS>
energy,energy nn,1,<NN>
engineer,engineer nn,1,<NN>
engineering,engineering nn,1,<NN>
engineers,engineers nns,1,<NNS>
enlarged,enlarged vbn,1,<VBN>
enlarging,enlarging vbg,1,<VBG>
ensured,ensured vbn,1,<VBN>
entered,entered vbn,1,<VBN>
entry,entry nn,1,<NN>
eow,eow nn,1,<NN>
equal,equal jj,1,<JJ>
equip,equip nn,1,<NN>
equiped,equiped vbd,1,<VBD>
equipment,equipment nn,1,<NN>
equipped,equipped vbn,1,<VBN>
eremoved,eremoved vbn,1,<VBN>
estop,estop nn,1,<NN>
estops,estops nns,1,<NNS>
estops working,estops nns working vbg,1,<NNS><VBG>
etc,etc nn,1,<NN>
evaluated,evaluated vbn,1,<VBN>
evening,evening vbg,1,<VBG>
event,event nn,1,<NN>
every days,every dt days nns,1,<DT><NNS>
every hour,every dt hour nn,1,<DT><NN>
every hrs,every dt hrs nn,1,<DT><NN>
every new,every dt new jj,1,<DT><JJ>
every year,every dt year nn,1,<DT><NN>
everything,everything nn,1,<NN>
evidenced,evidenced vbn,1,<VBN>
evident,evident nn,1,<NN>
examied,examied vbn,1,<VBN>
examine,examine nn,1,<NN>
examined,examined vbn,1,<VBN>
except hex pump,except in_pos hex jj pump nn,1,<IN><JJ><NN>
except mud charge,except in_pos mud jj charge nn,1,<IN><JJ><NN>
except number,except in_pos number nn,1,<IN><NN>
except task,except in_pos task nn,1,<IN><NN>
excess,excess nn,1,<NN>
excessive,excessive jj,1,<JJ>
exchanger,exchanger nn,1,<NN>
exchangers,exchangers nns,1,<NNS>
exhaust,exhaust nn,1,<NN>
existing,existing vbg,1,<VBG>
exists commisioning,exists nns commisioning vbg,1,<NNS><VBG>
expected,expected vbn,1,<VBN>
experation,experation nn,1,<NN>
expl,expl nn,1,<NN>
exterior,exterior nn,1,<NN>
exterior cover,exterior rb cover nn,1,<RB><NN>
external,external jj,1,<JJ>
extract,extract nn,1,<NN>
extracted,extracted vbn,1,<VBN>
extreme,extreme nn,1,<NN>
extremely low,extremely rb low jj,1,<RB><JJ>
eye,eye nn,1,<NN>
eyebolt,eyebolt nn,1,<NN>
eyes,eyes nns,1,<NNS>
f,f nn,1,<NN>
fabricated,fabricated vbn,1,<VBN>
factory,factory nn,1,<NN>
fail,fail nn,1,<NN>
failed,failed vbd,1,<VBD>
failue,failue nn,1,<NN>
failure,failure nn,1,<NN>
failuresno,failuresno nn,1,<NN>
fall,fall nn,1,<NN>
fan,fan nn,1,<NN>
fans,fans nns,1,<NNS>
farsternes,farsternes nns,1,<NNS>
fast,fast nn,1,<NN>
fasteners,fasteners nns,1,<NNS>
fastenersd,fastenersd nn,1,<NN>
fastening,fastening vbg,1,<VBG>
fastners,fastners nns,1,<NNS>
fault,fault nn,1,<NN>
faulting,faulting vbg,1,<VBG>
features,features nns,1,<NNS>
feb,feb nn,1,<NN>
feed,feed nn,1,<NN>
feedback,feedback nn,1,<NN>
feeder,feeder nn,1,<NN>
feel,feel nn,1,<NN>
feet,feet nns,1,<NNS>
felt,felt nn,1,<NN>
few,few jj,1,<JJ>
fiber,fiber nn,1,<NN>
field,field nn,1,<NN>
figured,figured vbn,1,<VBN>
file,file nn,1,<NN>
filling,filling vbg,1,<VBG>
filter,filter nn,1,<NN>
filter screen,filter nn screen nn,1,<NN><NN>
filters,filters nns,1,<NNS>
find,find vb,1,<VB>
find fwd,find vb fwd nn,1,<VB><NN>
findings,findings nns,1,<NNS>
fine,fine nn,1,<NN>
fins,fins nns,1,<NNS>
fins for fwd,fins nns for in_pos fwd nn,1,<NNS><IN><NN>
fins found,fins nns found vbd,1,<NNS><VBD>
fire,fire nn,1,<NN>
fit,fit nn,1,<NN>
fitted,fitted vbn,1,<VBN>
fitting,fitting nn,1,<NN>
fixed,fixed vbn,1,<VBN>
flange,flange nn,1,<NN>
flanges,flanges nns,1,<NNS>
flexing,flexing vbg,1,<VBG>
floor,floor nn,1,<NN>
flow,flow nn,1,<NN>
fluid,fluid nn,1,<NN>
fluke,fluke nn,1,<NN>
foin,foin nn,1,<NN>
followed,followed vbd,1,<VBD>
following,following vbg,1,<VBG>
follows closed,follows vbz closed vbd,1,<VBZ><VBD>
foot,foot nn,1,<NN>
footing,footing nn,1,<NN>
for abnormal bearing,for in_pos abnormal jj bearing nn,1,<IN><JJ><NN>
for abnormal condition,for in_pos abnormal jj condition nn,1,<IN><JJ><NN>
for abnormal heat,for in_pos abnormal jj heat nn,1,<IN><JJ><NN>
for abnormal noise,for in_pos abnormal jj noise nn,1,<IN><JJ><NN>
for abnormal vibration,for in_pos abnormal jj vibration nn,1,<IN><JJ><NN>
for abnormal vibrationsno,for in_pos abnormal jj vibrationsno nn,1,<IN><JJ><NN>
for access,for in_pos access nn,1,<IN><NN>
for adjuster,for in_pos adjuster nn,1,<IN><NN>
for advice,for in_pos advice nn,1,<IN><NN>
for air,for in_pos air nn,1,<IN><NN>
for analysis,for in_pos analysis nn,1,<IN><NN>
for approval,for in_pos approval nn,1,<IN><NN>
for b,for in_pos b nn,1,<IN><NN>
for base,for in_pos base nn,1,<IN><NN>
for below task,for in_pos below in_pos task nn,1,<IN><IN><NN>
for blower,for in_pos blower nn,1,<IN><NN>
for choke,for in_pos choke nn,1,<IN><NN>
for cleanliness,for in_pos cleanliness nn,1,<IN><NN>
for conditionsand,for in_pos conditionsand nn,1,<IN><NN>
for confirmation,for in_pos confirmation nn,1,<IN><NN>
for correct rotation,for in_pos correct jj rotation nn,1,<IN><JJ><NN>
for corrosion,for in_pos corrosion nn,1,<IN><NN>
for couple,for in_pos couple nn,1,<IN><NN>
for crane,for in_pos crane nn,1,<IN><NN>
for damage,for in_pos damage nn,1,<IN><NN>
for damagelubrication,for in_pos damagelubrication nn,1,<IN><NN>
for debris water,for in_pos debris jj water nn,1,<IN><JJ><NN>
for defect,for in_pos defect nn,1,<IN><NN>
for dirt,for in_pos dirt nn,1,<IN><NN>
for disconnected rtd,for in_pos disconnected vbn rtd nn,1,<IN><VBN><NN>
for drill,for in_pos drill nn,1,<IN><NN>
for drive motor,for in_pos drive nn motor nn,1,<IN><NN><NN>
for ex,for in_pos ex nn,1,<IN><NN>
for ex area,for in_pos ex jj area nn,1,<IN><JJ><NN>
for ex e,for in_pos ex nn e nn,1,<IN><NN><NN>
for excessive noise,for in_pos excessive jj noise nn,1,<IN><JJ><NN>
for excessive temperature,for in_pos excessive jj temperature nn,1,<IN><JJ><NN>
for explosion,for in_pos explosion nn,1,<IN><NN>
for function,for in_pos function nn,1,<IN><NN>
for further investigation,for in_pos further jj investigation nn,1,<IN><JJ><NN>
for future immediate,for in_pos future jj immediate nn,1,<IN><JJ><NN>
for future mud,for in_pos future jj mud nn,1,<IN><JJ><NN>
for future referance,for in_pos future jj referance nn,1,<IN><JJ><NN>
for future reference,for in_pos future jj reference nn,1,<IN><JJ><NN>
for galling,for in_pos galling vbg,1,<IN><VBG>
for good tightness,for in_pos good jj tightness nn,1,<IN><JJ><NN>
for ground,for in_pos ground nn,1,<IN><NN>
for hand,for in_pos hand nn,1,<IN><NN>
for hazardous area,for in_pos hazardous jj area nn,1,<IN><JJ><NN>
for high motor,for in_pos high jj motor nn,1,<IN><JJ><NN>
for hot spot,for in_pos hot jj spot nn,1,<IN><JJ><NN>
for hour,for in_pos hour nn,1,<IN><NN>
for hrs,for in_pos hrs nn,1,<IN><NN>
for impeller,for in_pos impeller nn,1,<IN><NN>
for in wc,for in_pos in in_pos wc nn,1,<IN><IN><NN>
for information,for in_pos information nn,1,<IN><NN>
for inspection,for in_pos inspection nn,1,<IN><NN>
for insulation,for in_pos insulation nn,1,<IN><NN>
for integrity,for in_pos integrity nn,1,<IN><NN>
for ir pic,for in_pos ir nn pic nn,1,<IN><NN><NN>
for j,for in_pos j nn,1,<IN><NN>
for job,for in_pos job nn,1,<IN><NN>
for leaks damage,for in_pos leaks nns damage nn,1,<IN><NNS><NN>
for location start,for in_pos location nn start nn,1,<IN><NN><NN>
for long life,for in_pos long jj life nn,1,<IN><JJ><NN>
for lubricate,for in_pos lubricate nn,1,<IN><NN>
for lubrication,for in_pos lubrication nn,1,<IN><NN>
for main motor,for in_pos main jj motor nn,1,<IN><JJ><NN>
for make,for in_pos make nn,1,<IN><NN>
for manual cranking,for in_pos manual jj cranking nn,1,<IN><JJ><NN>
for mech,for in_pos mech nn,1,<IN><NN>
for mechanical damage,for in_pos mechanical jj damage nn,1,<IN><JJ><NN>
for minute,for in_pos minute nn,1,<IN><NN>
for motor,for in_pos motor nn,1,<IN><NN>
for mp,for in_pos mp nn,1,<IN><NN>
for mpa,for in_pos mpa nn,1,<IN><NN>
for mpb,for in_pos mpb nn,1,<IN><NN>
for mud,for in_pos mud nn,1,<IN><NN>
for nov rebuild,for in_pos nov jj rebuild nn,1,<IN><JJ><NN>
for nov system,for in_pos nov jj system nn,1,<IN><JJ><NN>
for number,for in_pos number nn,1,<IN><NN>
for order,for in_pos order nn,1,<IN><NN>
for overhaul,for in_pos overhaul nn,1,<IN><NN>
for pm,for in_pos pm nn,1,<IN><NN>
for proper rotation,for in_pos proper jj rotation nn,1,<IN><JJ><NN>
for proper security,for in_pos proper jj security nn,1,<IN><JJ><NN>
for pump,for in_pos pump nn,1,<IN><NN>
for purpose,for in_pos purpose nn,1,<IN><NN>
for rebuild,for in_pos rebuild nn,1,<IN><NN>
for removal,for in_pos removal nn,1,<IN><NN>
for repair,for in_pos repair nn,1,<IN><NN>
for repleshiment,for in_pos repleshiment nn,1,<IN><NN>
for restore,for in_pos restore nn,1,<IN><NN>
for rewind,for in_pos rewind nn,1,<IN><NN>
for rotation,for in_pos rotation nn,1,<IN><NN>
for rr,for in_pos rr nn,1,<IN><NN>
for rust,for in_pos rust nn,1,<IN><NN>
for safe area,for in_pos safe jj area nn,1,<IN><JJ><NN>
for sec,for in_pos sec nn,1,<IN><NN>
for skid plate,for in_pos skid nn plate nn,1,<IN><NN><NN>
for spare motor,for in_pos spare jj motor nn,1,<IN><JJ><NN>
for step,for in_pos step nn,1,<IN><NN>
for temperature,for in_pos temperature nn,1,<IN><NN>
for test,for in_pos test nn,1,<IN><NN>
for tightness,for in_pos tightness nn,1,<IN><NN>
for timeline,for in_pos timeline nn,1,<IN><NN>
for torque,for in_pos torque nn,1,<IN><NN>
for unusual noise,for in_pos unusual jj noise nn,1,<IN><JJ><NN>
for use,for in_pos use nn,1,<IN><NN>
for vibration,for in_pos vibration nn,1,<IN><NN>
for visual inspection,for in_pos visual jj inspection nn,1,<IN><JJ><NN>
for water,for in_pos water nn,1,<IN><NN>
form,form nn,1,<NN>
format,format nn,1,<NN>
forty,forty nn,1,<NN>
forward,forward rb,1,<RB>
forwarded,forwarded vbn,1,<VBN>
found,found nn,1,<NN>
found nothing,found vbn nothing nn,1,<VBN><NN>
foundation,foundation nn,1,<NN>
foundations,foundations nns,1,<NNS>
fourchon,fourchon nn,1,<NN>
frame,frame nn,1,<NN>
free,free jj,1,<JJ>
freight,freight nn,1,<NN>
frequency,frequency nn,1,<NN>
from abb,from in_pos abb nn,1,<IN><NN>
from b,from in_pos b nn,1,<IN><NN>
from busbar,from in_pos busbar nn,1,<IN><NN>
from corrosion,from in_pos corrosion nn,1,<IN><NN>
from corrosion step,from in_pos corrosion nn step nn,1,<IN><NN><NN>
from corrositon,from in_pos corrositon nn,1,<IN><NN>
from crane,from in_pos crane nn,1,<IN><NN>
from damage,from in_pos damage nn,1,<IN><NN>
from deck,from in_pos deck nn,1,<IN><NN>
from dirt,from in_pos dirt nn,1,<IN><NN>
from driller,from in_pos driller nn,1,<IN><NN>
from drive,from in_pos drive nn,1,<IN><NN>
from drive cabinet,from in_pos drive jj cabinet nn,1,<IN><JJ><NN>
from dust,from in_pos dust nn,1,<IN><NN>
from floor,from in_pos floor nn,1,<IN><NN>
from grand isle,from in_pos grand jj isle nn,1,<IN><JJ><NN>
from local control,from in_pos local jj control nn,1,<IN><JJ><NN>
from main motor,from in_pos main jj motor nn,1,<IN><JJ><NN>
from mcc,from in_pos mcc nn,1,<IN><NN>
from medium,from in_pos medium nn,1,<IN><NN>
from megger,from in_pos megger nn,1,<IN><NN>
from motor,from in_pos motor nn,1,<IN><NN>
from mud,from in_pos mud nn,1,<IN><NN>
from mud pump,from in_pos mud cd pump nn,1,<IN><CD><NN>
from normal test,from in_pos normal jj test nn,1,<IN><JJ><NN>
from novindia houston,from in_pos novindia jj houston nn,1,<IN><JJ><NN>
from oer mud,from in_pos oer cd mud nn,1,<IN><CD><NN>
from oes vibration,from in_pos oes nns vibration nn,1,<IN><NNS><NN>
from old motor,from in_pos old jj motor nn,1,<IN><JJ><NN>
from outside mp,from in_pos outside jj mp nn,1,<IN><JJ><NN>
from overhaul,from in_pos overhaul nn,1,<IN><NN>
from repair,from in_pos repair nn,1,<IN><NN>
from rig,from in_pos rig nn,1,<IN><NN>
from rust dirt,from in_pos rust nn dirt nn,1,<IN><NN><NN>
from shipyard,from in_pos shipyard nn,1,<IN><NN>
from spm,from in_pos spm nn,1,<IN><NN>
from start,from in_pos start nn,1,<IN><NN>
from third party,from in_pos third jj party nn,1,<IN><JJ><NN>
from thruster,from in_pos thruster nn,1,<IN><NN>
from traume,from in_pos traume nn,1,<IN><NN>
from vfd,from in_pos vfd nn,1,<IN><NN>
full,full jj,1,<JJ>
function,function nn,1,<NN>
functionality,functionality nn,1,<NN>
functioned,functioned vbn,1,<VBN>
functioning,functioning vbg,1,<VBG>
fundation,fundation nn,1,<NN>
further,further rb,1,<RB>
fuse,fuse nn,1,<NN>
fw,fw nn,1,<NN>
fwd,fwd nn,1,<NN>
fyi,fyi nn,1,<NN>
g,g nn,1,<NN>
galling,galling vbg,1,<VBG>
gambhir,gambhir nn,1,<NN>
gap,gap nn,1,<NN>
gasket,gasket nn,1,<NN>
gaskets,gaskets nns,1,<NNS>
gauge,gauge nn,1,<NN>
gauges,gauges nns,1,<NNS>
gave,gave vbd,1,<VBD>
gear,gear nn,1,<NN>
gears,gears nns,1,<NNS>
geb,geb nn,1,<NN>
general,general jj,1,<JJ>
generating,generating vbg,1,<VBG>
generator,generator nn,1,<NN>
generators,generators nns,1,<NNS>
geoservices,geoservices nns,1,<NNS>
getting,getting vbg,1,<VBG>
giga,giga nn,1,<NN>
gilmar,gilmar nn,1,<NN>
given,given vbn,1,<VBN>
giving,giving vbg,1,<VBG>
glades,glades nns,1,<NNS>
gland,gland nn,1,<NN>
glandes,glandes nns,1,<NNS>
glanding,glanding vbg,1,<VBG>
glands,glands nns,1,<NNS>
glands secure,glands nns secure nn,1,<NNS><NN>
glen,glen nn,1,<NN>
glnads,glnads nns,1,<NNS>
glycol,glycol nn,1,<NN>
god,god nn,1,<NN>
gohm,gohm nn,1,<NN>
gohms,gohms nn,1,<NN>
going,going vbg,1,<VBG>
gone,gone vbn,1,<VBN>
good,good jj,1,<JJ>
got,got vbd,1,<VBD>
grease,grease nn,1,<NN>
greased,greased vbn,1,<VBN>
greasing,greasing vbg,1,<VBG>
grinder,grinder nn,1,<NN>
grommets,grommets nns,1,<NNS>
ground,ground nn,1,<NN>
grounded,grounded vbn,1,<VBN>
grounding,grounding vbg,1,<VBG>
grounds,grounds nns,1,<NNS>
guages,guages nns,1,<NNS>
guard,guard nn,1,<NN>
guards,guards nns,1,<NNS>
guidance,guidance nn,1,<NN>
guidelines,guidelines nns,1,<NNS>
gun,gun nn,1,<NN>
h,h nn,1,<NN>
had,had vbd,1,<VBD>
haeter,haeter nn,1,<NN>
hand,hand nn,1,<NN>
handbook,handbook nn,1,<NN>
handed,handed vbn,1,<VBN>
handoperated,handoperated vbn,1,<VBN>
hansuai,hansuai nn,1,<NN>
happened,happened vbd,1,<VBD>
hardware,hardware nn,1,<NN>
hardware secured,hardware nn secured vbn,1,<NN><VBN>
hardwares,hardwares nns,1,<NNS>
has beeen,has vbz beeen nn,1,<VBZ><NN>
has been,has vbz been vbn,1,<VBZ><VBN>
has failed,has vbz failed vbn,1,<VBZ><VBN>
has found,has vbz found vbn,1,<VBZ><VBN>
has gone,has vbz gone vbn,1,<VBZ><VBN>
has had,has vbz had vbn,1,<VBZ><VBN>
has high,has vbz high jj,1,<VBZ><JJ>
has highlighted,has vbz highlighted vbn,1,<VBZ><VBN>
has hrs,has vbz hrs nn,1,<VBZ><NN>
has interchangeable,has vbz interchangeable jj,1,<VBZ><JJ>
has lifting,has vbz lifting nn,1,<VBZ><NN>
has little,has vbz little jj,1,<VBZ><JJ>
has minimal,has vbz minimal nn,1,<VBZ><NN>
has multiple,has vbz multiple nn,1,<VBZ><NN>
has normal,has vbz normal jj,1,<VBZ><JJ>
has padeyes,has vbz padeyes nns,1,<VBZ><NNS>
has performed,has vbz performed vbn,1,<VBZ><VBN>
has poor,has vbz poor jj,1,<VBZ><JJ>
has reported,has vbz reported vbn,1,<VBZ><VBN>
has sealed,has vbz sealed vbn,1,<VBZ><VBN>
has selaed,has vbz selaed nn,1,<VBZ><NN>
has tested,has vbz tested vbn,1,<VBZ><VBN>
has updated,has vbz updated vbn,1,<VBZ><VBN>
hatch,hatch nn,1,<NN>
have added,have vb added vbn,1,<VB><VBN>
have attached,have vb attached vbn,1,<VB><VBN>
have been,have vbp been vbn,1,<VBP><VBN>
have blower,have vb blower nn,1,<VB><NN>
have checked,have vb checked vbn,1,<VB><VBN>
have come,have vbp come vbn,1,<VBP><VBN>
have commissioned,have vbp commissioned vbn,1,<VBP><VBN>
have disconnected,have vbp disconnected vbn,1,<VBP><VBN>
have discussed,have vbp discussed vbn,1,<VBP><VBN>
have done,have vb done vbn,1,<VB><VBN>
have grease,have vb grease nn,1,<VB><NN>
have identified,have vb identified vbn,1,<VB><VBN>
have left,have vb left vbn,1,<VB><VBN>
have lowered,have vb lowered vbn,1,<VB><VBN>
have marked,have vb marked vbn,1,<VB><VBN>
have motor,have vbp motor nn,1,<VBP><NN>
have moved,have vbp moved vbn,1,<VBP><VBN>
have nitrogen,have vb nitrogen nn,1,<VB><NN>
have provided,have vb provided vbn,1,<VB><VBN>
have ran,have vb ran nn,1,<VB><NN>
have removed,have vbp removed vbn,1,<VBP><VBN>
have sealed,have vb sealed vbn,1,<VB><VBN>
have shipped,have vb shipped vbn,1,<VB><VBN>
have tried,have vb tried vbn,1,<VB><VBN>
have verified,have vb verified vbn,1,<VB><VBN>
havent,havent nn,1,<NN>
having,having vbg,1,<VBG>
haz,haz nn,1,<NN>
haza,haza nn,1,<NN>
hazardous,hazardous jj,1,<JJ>
hd,hd nn,1,<NN>
head,head nn,1,<NN>
header,header nn,1,<NN>
heads,heads nns,1,<NNS>
heard,heard nn,1,<NN>
heat,heat nn,1,<NN>
heater,heater nn,1,<NN>
heater fitted,heater nn fitted vbd,1,<NN><VBD>
heaters,heaters nns,1,<NNS>
heating,heating nn,1,<NN>
hel,hel nn,1,<NN>
here idepartmentselectricalnovmud,here rb idepartmentselectricalnovmud nn,1,<RB><NN>
hex,hex nn,1,<NN>
hidden,hidden nn,1,<NN>
high,high jj,1,<JJ>
highlighted,highlighted vbn,1,<VBN>
history,history nn,1,<NN>
hits winding,hits nns winding vbg,1,<NNS><VBG>
hmi,hmi nn,1,<NN>
hole,hole nn,1,<NN>
holes,holes nns,1,<NNS>
hong,hong nn,1,<NN>
hooked,hooked nns,1,<NNS>
hooks,hooks nns,1,<NNS>
hopper,hopper nn,1,<NN>
horsepower,horsepower nn,1,<NN>
hose,hose nn,1,<NN>
hoseperformd,hoseperformd nn,1,<NN>
hoses,hoses nns,1,<NNS>
hot,hot jj,1,<JJ>
hotspots,hotspots nns,1,<NNS>
hour,hour nn,1,<NN>
hours,hours nns,1,<NNS>
housekeeping,housekeeping vbg,1,<VBG>
housing,housing nn,1,<NN>
housings,housings nns,1,<NNS>
hp,hp nn,1,<NN>
hqsopstibdwks,hqsopstibdwks nn,1,<NN>
hqsopstibmtr,hqsopstibmtr nn,1,<NN>
hs,hs nn,1,<NN>
hse,hse nn,1,<NN>
hub,hub nn,1,<NN>
hydraulic,hydraulic nn,1,<NN>
i,i nn,1,<NN>
i attached,i nn attached vbd,1,<NN><VBD>
i ready,i nns ready vbp,1,<NNS><VBP>
ibop,ibop nn,1,<NN>
icn,icn nn,1,<NN>
ics,ics nns,1,<NNS>
id,id nn,1,<NN>
identical,identical jj,1,<JJ>
identification,identification nn,1,<NN>
identified,identified vbn,1,<VBN>
idle,idle jj,1,<JJ>
ids,ids nns,1,<NNS>
ie,ie nn,1,<NN>
if accessible motor,if in_pos accessible jj motor nn,1,<IN><JJ><NN>
if drilling,if in_pos drilling nn,1,<IN><NN>
if rig,if in_pos rig nn,1,<IN><NN>
if time,if in_pos time nn,1,<IN><NN>
if visual examination,if in_pos visual jj examination nn,1,<IN><JJ><NN>
imaging,imaging vbg,1,<VBG>
impact,impact nn,1,<NN>
impeller,impeller nn,1,<NN>
impellers,impellers nns,1,<NNS>
impellor,impellor nn,1,<NN>
impellor requested,impellor nn requested vbd,1,<NN><VBD>
impellors,impellors nns,1,<NNS>
impller,impller nn,1,<NN>
important,important jj,1,<JJ>
imppler,imppler nn,1,<NN>
improvements,improvements nns,1,<NNS>
in abnoraml,in in_pos abnoraml nn,1,<IN><NN>
in abnormal task,in in_pos abnormal jj task nn,1,<IN><JJ><NN>
in acceptable condition,in in_pos acceptable jj condition nn,1,<IN><JJ><NN>
in acceptable conditiuon,in in_pos acceptable jj conditiuon nn,1,<IN><JJ><NN>
in acceptable conditon,in in_pos acceptable jj conditon nn,1,<IN><JJ><NN>
in accetable condition,in in_pos accetable jj condition nn,1,<IN><JJ><NN>
in accordance,in in_pos accordance nn,1,<IN><NN>
in aceeptable condition,in in_pos aceeptable jj condition nn,1,<IN><JJ><NN>
in adequate condition,in in_pos adequate jj condition nn,1,<IN><JJ><NN>
in advance,in in_pos advance nn,1,<IN><NN>
in agreement,in in_pos agreement nn,1,<IN><NN>
in air,in in_pos air nn,1,<IN><NN>
in attachment,in in_pos attachment nn,1,<IN><NN>
in ballast pump,in in_pos ballast nn pump nn,1,<IN><NN><NN>
in by weston,in in_pos by in_pos weston nn,1,<IN><IN><NN>
in c m,in in_pos c nns m nns,1,<IN><NNS><NNS>
in c ms,in in_pos c nns ms nns,1,<IN><NNS><NNS>
in center,in in_pos center nn,1,<IN><NN>
in check,in in_pos check nn,1,<IN><NN>
in circuit,in in_pos circuit nn,1,<IN><NN>
in comparison,in in_pos comparison nn,1,<IN><NN>
in condition,in in_pos condition nn,1,<IN><NN>
in conjunction,in in_pos conjunction nn,1,<IN><NN>
in coordination,in in_pos coordination nn,1,<IN><NN>
in correct place,in in_pos correct jj place nn,1,<IN><JJ><NN>
in cover,in in_pos cover nn,1,<IN><NN>
in cyberbase,in in_pos cyberbase nn,1,<IN><NN>
in cyprinia,in in_pos cyprinia nn,1,<IN><NN>
in date,in in_pos date nn,1,<IN><NN>
in dci,in in_pos dci nn,1,<IN><NN>
in deg c,in in_pos deg nn c nn,1,<IN><NN><NN>
in drive,in in_pos drive nn,1,<IN><NN>
in drive motor,in in_pos drive jj motor nn,1,<IN><JJ><NN>
in early march,in in_pos early jj march nn,1,<IN><JJ><NN>
in end,in in_pos end nn,1,<IN><NN>
in error,in in_pos error nn,1,<IN><NN>
in fan,in in_pos fan nn,1,<IN><NN>
in feb,in in_pos feb nn,1,<IN><NN>
in for analysis,in in_pos for in_pos analysis nn,1,<IN><IN><NN>
in for repair,in in_pos for in_pos repair nn,1,<IN><IN><NN>
in gathering,in in_pos gathering nn,1,<IN><NN>
in gland,in in_pos gland nn,1,<IN><NN>
in gom,in in_pos gom nn,1,<IN><NN>
in good condiiton,in in_pos good jj condiiton nn,1,<IN><JJ><NN>
in good conditio,in in_pos good jj conditio nn,1,<IN><JJ><NN>
in good condition,in in_pos good jj condition nn,1,<IN><JJ><NN>
in good conditionno,in in_pos good jj conditionno nn,1,<IN><JJ><NN>
in good conditionunit,in in_pos good jj conditionunit nn,1,<IN><JJ><NN>
in good conditon,in in_pos good jj conditon nn,1,<IN><JJ><NN>
in good contion,in in_pos good jj contion nn,1,<IN><JJ><NN>
in good operating,in in_pos good jj operating nn,1,<IN><JJ><NN>
in good order,in in_pos good jj order nn,1,<IN><JJ><NN>
in good running,in in_pos good jj running nn,1,<IN><JJ><NN>
in good shape,in in_pos good jj shape nn,1,<IN><JJ><NN>
in good shapeno,in in_pos good jj shapeno nn,1,<IN><JJ><NN>
in good workinbg,in in_pos good jj workinbg nn,1,<IN><JJ><NN>
in good working,in in_pos good jj working nn,1,<IN><JJ><NN>
in hazardous area,in in_pos hazardous jj area nn,1,<IN><JJ><NN>
in housing,in in_pos housing nn,1,<IN><NN>
in houston,in in_pos houston nn,1,<IN><NN>
in ielectrical dept,in in_pos ielectrical jj dept nn,1,<IN><JJ><NN>
in inspection,in in_pos inspection nn,1,<IN><NN>
in janurary,in in_pos janurary jj,1,<IN><JJ>
in jb,in in_pos jb nn,1,<IN><NN>
in jbs,in in_pos jbs nn,1,<IN><NN>
in job,in in_pos job nn,1,<IN><NN>
in junction,in in_pos junction nn,1,<IN><NN>
in light,in in_pos light nn,1,<IN><NN>
in local control,in in_pos local jj control nn,1,<IN><JJ><NN>
in loose condition,in in_pos loose jj condition nn,1,<IN><JJ><NN>
in maintenance,in in_pos maintenance nn,1,<IN><NN>
in march,in in_pos march nn,1,<IN><NN>
in mind,in in_pos mind nn,1,<IN><NN>
in motor,in in_pos motor nn,1,<IN><NN>
in mp,in in_pos mp nn,1,<IN><NN>
in mpa motor,in in_pos mpa nn motor nn,1,<IN><NN><NN>
in mudpump,in in_pos mudpump nn,1,<IN><NN>
