extracted_date,JOBNUM,JOB_DEC_INST_TEXT_COMB_x,Negation_Scope_Processed,Need Repair 3,Repaired as good as new 1,Working fine 2,Combined Labels
1/8/2018 16:30,2.25004E+12," NO LEAKS NOTED FROM THE LINER WASH PUMP LINER WASH BOOST PUMPS COUPLINGS ARE SECURE NO INSERT DETERIRATION (RESIDUE) NOTED INSIDE PUMP COUPLING HOUSING. ALL PRESSURES ON THE MANUAL GAUGES ON LINER WASH TANK READ SATISFACTORY SUCTION STRAINERS CLEANED BY PUMP HAND PROGRESSIVE CAVITY PUMPS ARE DISCONNECTION FROM THE TANKS AND ARE NOT IN USE.. SPM-S_MP_NOV-HEX-240_30-MECHANICAL. 1. Apply 2 shots of grease to the flexible coupling using hand grease gun. Refer to RMS Procedure BPR-GENERIC-011 (Lubrication, Using Hand-Operated Grease Gun). NOTE: Perform Task 2 to Task 15 on pumps listed below: - Liner Wash Pump - Liner Wash Boost Pump - Lube Oil Pump - Closed Loop Pump 2. Check oil level or apply several shots of grease if applicable. 3. Make sure that all foundation bolts and fasteners are tight. 4. Visually examine the exterior of pump housing for damage.",no leaks noted from the liner wash pump liner wash boost pumps couplings are_secure                                      are not in use. ,,,1,2
2/27/2018 14:32,2.25004E+12, Parts Requested from ICS:----------. Suction PRV for Mud Pumps. We have to replace the PRV on the #3 mud pump suction we are also ordering 2 ea. more as per the Drilling Sup. so as we can test and or change out #4 & #5,,1,,,3
3/1/2018 2:18,2.25004E+12, No Mud leakage observed. Air pressure was correct. No air leaks observed.. SPM-S_PRV-HPMS_NOV-TITAN-BX_7-MECHANICAL. NOTE: Perform this PM daily and record weekly in RMS. WARNING: ANY SIGNS OF LEAKAGE REQUIRES IMMEDIATE ACTION TO PREVENT VALVE DAMAGE AND/OR PERSONNEL INJURY. 1. Visually examine the exterior of valve for mud leakage as per RMS Procedure BPR-PRV-N005 (Titan BX Visual Inspection Illustration). NOTE: Refer to RMS Procedure BPR-PRV-N003 (NOV Titan BX PRV Disassembly And Assembly (Mud Pumps)) while performing below Task. 2. Replace piston seals ONLY if mud leakage is observed at the poi,no air leaks observed. no mud leakage observed. ,,,1,2
3/25/2018 5:41,2.25004E+12, Removed the existing PRV and installed New PRV. New Component was bench tested and verified correct opening pressure of 100 psi.. Install Suction PRV. Install Low Pressure Suction PRV on Mud Pump due to not being able to correctly set the one that is currently on the pump during SET POINTS visit during the recertification,due to not being able to correctly set the one that is currently on the pump during set. ,,1,,1
4/15/2018 1:16,2.25004E+12," All motors inspected. Nothing abnormal noticed.. SPM-C_MTR_ALL-AC-HOR-MOUNT-500+_30-ELECTRICAL. NOTE: This PM MUST be performed in coordination with drilling department. NOTE: Review all relevant product alerts and bulletins, and make sure that all alerts and bulletins requiring action are addressed. 1. Make sure that the AC Motor meets conditions listed below: - no dirt or debris around motor - no cracks to motor housing - nameplate is present and legible NOTE: Perform Task 2 to Task 4 while Motor is running. 2. Listen to AC Motor for abnormal noises. 3. Feel AC Motor fo",around motor no cracks to motor housing nameplate is. nothing abnormal noticed. ,,,1,2
6/1/2018 18:07,2.25004E+12," Installed upgraded Titan relief valve with the new modified bleed ports Jan 2018 Ref RMS Job # 142099 and Ref Bulletin Job # 122673. SPM-S_PRV-HPMS_NOV-TITAN-BX_360-MECHANICAL. CAUTION: THE PRESSURE RELIEF VALVES (PRV) ARE PRODUCED USING HEAT TREATED STEEL ALLOYS. THE PRESSURE CONTAINING PARTS OF THE PRVs SHALL NOT BE HEATED WITH A TORCH FOR ANY REASON. NOTE: If local PRV indicator and actual pressure of the PRV are not within +/-3%, arrange for PRV to be calibrated by trained personnel. NOTE: Refer to RMS Bulletin # TO13211 (Transocean NDT Guideline, eDocs # HQS-OPS-TIB-ADMN-011) for guidance on performing Non-Destructive Test (NDT)/Non-Destructive Evaluation (N",the pressure containing parts of the prvs shall not be heated with a torch for any reason        actual pressure of the prv are not within arrange for prv to_be calibrated_by trained personnel. ,,1,,1
6/13/2018 18:57,2.25004E+12, Performed with 30 180 and 360 Day PM. Replaced Leaking Liner Wash Boost Pump. 1/2. This pump does not have a two piece cam. Cam is in acceptable condition. No wear observed. 3. Accumulator pre charge is correct. 750psi 4. No leaking gaskets or lose cap screws noticed. 5. Lubrication nozzles are working correctly. 6. Linear bearing locking caps are in correct position. 7. linear bearing rollers are tight and rotate freely. 8. Cylinder bolts are tight. 9. Rod gland seal is in acceptable condition. 10. Protectors are installed and in place.. SPM-S_MP_NOV-HEX-240_90-MECHANICAL. NOTE: Perform Task 1 and Task 2 ONLY if two piece cam is installed. 1. Measure and record carrier to profile ring offset as per RMS Procedure BPR-MP-N051 (Hex Pump Two Piece Cam Special Inspection). 2. Measure and record carrier to profile ring gap as per RMS Procedure BPR-MP-N051 (Hex Pump Two Piece Cam Special Inspection). 3. Make sure that the pre-charge pressure in accumulator for closed loop system is 750 psi (52 bar). 4. Visually examine drive end for leaking gaskets and loose,no leaking gaskets or lose cap screws noticed. no wear observed. this pump does not have a two piece cam. ,,1,,1
3/3/2019 6:48,2.25004E+12," Equipment is out of Service Back in service----------. 4 1/2"" Liners Needed For Hex Pumps. 4 1/2"" Liners Needed For Hex Pumps",,1,,,3
10/1/2018 19:31,2.27003E+12," Removed and installed new dip tubes On # 1 3 4 discharge pulsation dampners.----------. Replace pressure drop tubes on mud pumps 1, 3 and 4 pulsation Dampeners. Pulsation Dampener #2 has already been done during the change out of the dampener Still to do 1,3&4 parts in warehouse: Gasket - ICN 15031301 Tube - ICN 10021494",,,1,,1
10/12/2018 0:15,2.27003E+12," Equipment disassembled. All fuid ends are not installed due power ends maintenance.. SPM01-FEND-Checks. Note: Tasks to be performed daily but recorded weekly 1. Check fluid end for corrosion or leaks 2. Check suction and discharge manifolds for corrosion, cracks, wash-outs, or damage 3. Check discharge and suction modules for any movement",all fuid ends are not installed due power ends maintenance. ,1,,,3
4/22/2019 1:58,2.27003E+12, After mechanics completed the Mud Pump #1 vbelts adjustement so I went to the drilling SWBD to deisolate the Pump so deisolated the drive #1 all good but when I moved to the drive #2 the drive charger indication light did not come on after switch on the drive charger switch so opened the drive cabinet observed the switch fuse controller completely dead so it was replaced by a new one and then tried again drive come on without any problem so equipment was put back in service and informed to the drill floor.. Replace drive switch fuse controller. Replace the drive charger switch fuse controller,did not come on after switch on the drive charger switch so opened the drive. ,,1,,1
1/27/2018 15:55,2.29003E+12, The liner wash pressure switch was not closing when the pump was running. Troubleshot the issue and found that the liquid hose going to the pressure switch was clogged. I remove the hose and had mechanics make a new one. I installed the new hose and this repair fix the issue.. Replace linerwash pressure switch hose for Mud Pump #4. Troubleshoot linerwash pressure switch not closing when 30 psi was shown on the gauge while linerwash pump was running.,not closing when psi was shown on the gauge while linerwash pump was running. switch was not closing when the pump was running. ,,1,,1
4/27/2018 15:49,2.29003E+12, Installed as project item and closed. Punch # 136 Parking meter gauge needs replaced.. Parking meter gauge needs replaced.. Replace Gauge,,,1,,1
4/17/2019 11:32,2.29003E+12, No tracking required. The motors have been recieved and installed. Mud pump motor tracking. This job is for tracking purposes of the Mud Pump motors shipped in for repair.,no tracking required. ,,1,,1
12/29/2018 4:24,2.29003E+12, Equipment is back in Service Blower motor to be replaced----------. Replace Blower Motor A on Mud Pump No.5. Breakdown Job,pump no. ,,1,,1
3/3/2017 15:56,2.61001E+12, Pulled the PT out of store and installed. Looks like need to put in offset for the pressure to read right. Right now it is reading 26 psi to 70 psi when it should be at 0 psi. Repair PT for MP 2. After night crew reset MP#2 display the PT for that unit is reading 150 to 100 PSI when it should be at 0 psi. We will replace the PT now.,,,1,,1
5/21/2017 4:38,2.61001E+12, Fabricated and installed new hindges on mud pump liner bays pump #1 liner 1 and pump #4 liner 3.. Replace broken hindges on #1 and #4 mud pumps. Replace hindges on mud pump liner bay covers for pump#1 liner 1 and pump#4 liner 3.,,,1,,1
10/29/2017 5:09,2.61001E+12," Isolated pumps and pulled all wave blocker assembleys. Measurements on these are 57 mm. Cleaned inspected and reinstalled. No other problems noted with dampners at this time of inspection.. SPM03-PDAM-Dampener-Wave Blocker-Inspection. 1. Inspect one discharge dampener Wave Blocker and shell internal surface for wear and corrosion. Note: If any problems exist, the other pulsation dampeners should also be inspected. Warning: Pump must be isolated from inlet and outlet piping and fluid drained before disconnecting any flanges. a. Disassembly for Inspection: (Reference OEM documentation- Mattco Spherical Discharge Dampener Instruction Manual) i. Drain Fluid from Spherical Discharge Dampener. ii. Remove discharge dampe",before disconnecting any flanges. no other problems noted with dampners at this time of inspection. ,,1,,1
10/14/2018 19:36,2.61001E+12, Disaassembled Titan valve. Perfrormed NDT and reinstalled in conjunction with mechanical job. SPM-S_PRV-HPMS_NOV-TITAN-BX_180-DRILLING. NOTE: Refer to RMS Procedure BPR-PRV-N006 (NOV Six Month Functionality Test Of the Titan BX Relief Valve) while performing this PM. 1. Perform function test on valve. 2. Attach function test report table to RMS.,,,1,,1
2/12/2019 16:43,2.61001E+12," Parts Requested from ICS:----------. Offline filtering #1 mud pump. Off line filter to be done,Oil will be resampled after filtering. filter cart will have a new filter installed prior to starting.",,1,,,3
4/11/2017 20:31,2.63001E+12," Relief valve was removed disassembled inspected seals replaced and reinstalled and tested. Refer to RMS Job number: 2630014018318----------. SPM-S_PRV-HPMS_NOV-TITAN-BX_360-MECHANICAL. CAUTION: THE PRESSURE RELIEF VALVES (PRV) ARE PRODUCED USING HEAT TREATED STEEL ALLOYS. THE PRESSURE CONTAINING PARTS OF THE PRVs SHALL NOT BE HEATED WITH A TORCH FOR ANY REASON. NOTE: If local PRV indicator and actual pressure of the PRV are not within +/-3%, arrange for PRV to be calibrated by trained personnel. NOTE: Refer to RMS Bulletin # TO13211 (Transocean NDT Guideline, eDocs # HQS-OPS-TIB-ADMN-011) for guidance on performing Non-Destructive Test (NDT)/Non-Destructive Evaluation (N",the pressure containing parts of the prvs shall not be heated with a torch for any reason        actual pressure of the prv are not within arrange for prv to_be calibrated_by trained personnel. ,,1,,1
10/9/2017 10:53,2.63001E+12, Refer to RMS Job # 2630014027786 for the motor removed and reinstalled under ET's craft. We tried to reuse the original belt removed but when installing we noticed it was stretched and could not be reused. Installed a new drive belt and the belt tension was at 85 psi and we will recheck belt tension after running pump online for a few hours.. Replaced Drive Belt. Breakdown Job,could not be reused. ,,1,,1
10/10/2017 3:29,2.63001E+12, After replacing the rebuilt motor on the pump the water line was noticed to be leaking slightly while test running the pump. It was determined that the lower fitting 24JIC to 1 1/2 NPT was leaking. The hose was tight and could of had an impact on the fitting not sealing. A new hose and fitting was installed. No further leaks have been found.. Replace hose on Mud Pump #4. Replace leaking hose on the motor #2 cooler fresh water discharge.,no further leaks have been found. not sealing. ,,1,,1
11/13/2017 17:26,2.63001E+12, Removed packing and installed new mechanical seal into pump. Performed a function test on lube oil pump and saw no leaks. Returned equipment back on stand by. The part was in the RMS cage. Part used was ICN # 10039931 Mechanical Seal.. Replaced Mechanical Seal. Mechanical seal has a small leak and needs to be replaced.,saw no leaks. ,,1,,1
12/2/2017 5:07,2.63001E+12, Discharge pressure was noted to be low on liner wash pumps. Pump was isolated old packing removed and new packing installed and greased. Pump deisolated and function tested. No leaks present and discharge pressure at correct operating point of 32 PSI.. C/O Packing on Liner Wash Pumps Mud Pump 4 and 1. Packing needs to be changed on liner wash pumps for mud pumps #1 and #4,no leaks present and discharge pressure at correct operating point of psi. ,,1,,1
10/21/2016 7:28,2.64004E+12, Parts Requested from ICS:----------. Install lube oil sample ports.. Lube oil sample ports will be installed after the filter. Attached is a picture with work instructions.,,1,,,3
3/17/2019 20:25,2.64004E+12," Isolated mud pump. Removed cap nuts and removed cap from pulsation dampner. Removed ruptured bladder. Cleaned inside of pulsation dampner. Installed new bladder. Installed cap and cap nuts. Torqie to specified torque.----------. Replace bladder in #1 pulsation dampner.. While making rounds in pump room, pump hand observed pulsation dampner had 0 pressure on the gauge. Troulble shoot and determined that bladder in pulsation dampner was ruptured. Bladder was changed in pulsation dampner and charged to 2250 psi.",,,1,,1
4/25/2019 20:34,2.64004E+12, Equipment is back in Service Changed broken lug adapter on M.P. #1. Equipment was out of service for 2 hours.----------. Change broken lug adapter on MP#1. Changed a broken lug adapter on MP#1 cyl.#3 suction side.,,,1,,1
11/11/2017 20:09,2.66004E+12, Removed Titan BX and disassembled fluid end and performed inspection of wearable parts. No issues found with wearable parts. Replaced seals at position 1.20 and 1.21 installed BX Body insert and torqued to 250 ft lbs. Also installed seals 1.22 1.23 1.24 and 1.25 . Reassembled piston with new seals (piston cap and piston back insert have not been torqued). Leaking fluid from weep hole on body - inspect/ repair. Breakdown discharge PRV on Mud Pump #4 Inspect - repair if needed,insert have not been torqued. ,,1,,1
1/8/2019 9:30,2.66004E+12, Equipment is back in Service While drilling a valve began leaking. The pump was taken out of service and the valve and seat was changed.----------. Replace Valves and Seats. Breakdown Job,,,1,,1
